task_ID,Floor_No,Gate_number,Criticality,Number_of_Personnel
T-012,0,17,1,8
T-012,0,18,1,8
T-012,0,19,1,8
T-012,0,20,1,8
T-012,0,21,1,8
T-012,0,22,1,8
T-012,0,23,1,8
T-012,0,24,1,8
T-012,0,25,1,8
T-012,0,26,1,8
T-012,1,27,1,8
T-012,1,28,1,8
T-012,1,29,1,8
T-012,1,30,1,8
T-012,1,31,1,8
T-012,1,32,1,8
T-012,1,33,1,8
T-012,1,34,1,8
T-012,1,35,1,8
T-012,1,36,1,8
T-012,1,37,1,8
T-012,1,38,1,8
T-012,1,39,1,8
T-012,1,40,1,8
T-012,1,41,1,8
T-012,1,42,1,8
T-012,1,43,1,8
T-012,1,44,1,8
T-012,1,45,1,8
T-012,1,46,1,8
T-012,1,47,1,8
T-012,1,48,1,8
T-012,1,49,1,8
T-012,1,50,1,8
T-012,1,51,1,8
T-012,1,52,1,8
T-012,1,53,1,8
T-012,1,54,1,8
T-012,1,55,1,8
T-012,1,56,1,8
T-012,1,57,1,8
T-012,1,58,1,8
T-012,1,59,1,8
T-012,1,60,1,8
T-012,1,61,1,8
T-012,1,62,1,8
T-012,2,63,1,6
T-012,2,64,1,8
T-012,2,65,1,2
T-012,2,66,1,4
T-012,2,67,1,6
T-012,2,69,1,2
T-012,2,70,1,6
T-012,2,71,1,2
T-012,2,72,1,2
T-012,2,73,1,2
T-012,2,74,1,4
T-012,2,75,1,4
T-012,2,76,1,2
T-012,2,78,1,2
T-012,3,63,1,2
T-012,3,65,1,2
T-012,3,66,1,2
T-012,3,67,1,2
T-012,3,68,1,2
T-012,3,69,1,2
T-012,3,70,1,2
T-012,3,71,1,4
T-012,3,72,1,4
T-012,3,75,1,2
T-012,3,76,1,4
T-012,3,77,1,6
T-012,4,65,1,2
T-012,4,68,1,6
T-012,4,69,1,4
T-012,4,72,1,2
T-012,4,73,1,6
T-012,4,74,1,2
T-012,4,75,1,2
T-012,4,76,1,2
T-012,4,78,1,4
T-012,5,65,1,2
T-012,5,66,1,2
T-012,5,71,1,2
T-012,5,74,1,2
T-012,5,77,1,2
T-012,5,78,1,2
T-013,0,0,2,36
T-013,0,1,2,16
T-013,0,2,2,16
T-013,0,3,2,16
T-013,0,4,2,16
T-013,0,5,2,16
T-013,0,6,2,16
T-013,0,7,2,16
T-013,0,8,2,16
T-013,0,9,2,16
T-013,0,10,2,16
T-013,0,11,2,16
T-013,0,12,2,16
T-013,0,13,2,16
T-013,0,14,2,16
T-013,0,15,2,16
T-013,0,16,2,16
T-013,0,17,2,16
T-013,0,18,2,16
T-013,0,19,2,16
T-013,0,20,2,16
T-013,0,21,2,16
T-013,0,22,2,16
T-013,0,23,2,16
T-013,0,24,2,16
T-013,0,25,2,16
T-013,0,26,2,16
T-013,1,27,2,16
T-013,1,28,2,16
T-013,1,29,2,16
T-013,1,30,2,16
T-013,1,31,2,16
T-013,1,32,2,16
T-013,1,33,2,16
T-013,1,34,2,16
T-013,1,35,2,16
T-013,1,36,2,16
T-013,1,37,2,16
T-013,1,38,2,16
T-013,1,39,2,16
T-013,1,40,2,16
T-013,1,41,2,16
T-013,1,42,2,16
T-013,1,43,2,16
T-013,1,44,2,16
T-013,1,45,2,16
T-013,1,46,2,16
T-013,1,47,2,16
T-013,1,48,2,16
T-013,1,49,2,16
T-013,1,50,2,16
T-013,1,51,2,16
T-013,1,52,2,16
T-013,1,53,2,16
T-013,1,54,2,16
T-013,1,55,2,16
T-013,1,56,2,16
T-013,1,57,2,16
T-013,1,58,2,16
T-013,1,59,2,16
T-013,1,60,2,16
T-013,1,61,2,16
T-013,1,62,2,16
T-013,2,63,2,12
T-013,2,64,2,16
T-013,2,65,2,4
T-013,2,66,2,8
T-013,2,67,2,12
T-013,2,69,2,4
T-013,2,70,2,12
T-013,2,71,2,4
T-013,2,72,2,4
T-013,2,73,2,4
T-013,2,74,2,8
T-013,2,75,2,8
T-013,2,76,2,4
T-013,2,78,2,4
T-013,3,63,2,4
T-013,3,65,2,4
T-013,3,66,2,4
T-013,3,67,2,4
T-013,3,68,2,4
T-013,3,69,2,4
T-013,3,70,2,4
T-013,3,71,2,8
T-013,3,72,2,8
T-013,3,75,2,4
T-013,3,76,2,8
T-013,3,77,2,12
T-013,4,65,2,4
T-013,4,68,2,12
T-013,4,69,2,8
T-013,4,72,2,4
T-013,4,73,2,12
T-013,4,74,2,4
T-013,4,75,2,4
T-013,4,76,2,4
T-013,4,78,2,8
T-013,5,65,2,4
T-013,5,66,2,4
T-013,5,71,2,4
T-013,5,74,2,4
T-013,5,77,2,4
T-013,5,78,2,4
T-014,0,0,1,42
T-014,0,1,1,8
T-014,0,2,1,8
T-014,0,3,1,8
T-014,0,4,1,8
T-014,0,5,1,8
T-014,0,6,1,8
T-014,0,7,1,8
T-014,0,8,1,8
T-014,0,9,1,8
T-014,0,10,1,8
T-014,0,11,1,8
T-014,0,12,1,8
T-014,0,13,1,8
T-014,0,14,1,8
T-014,0,15,1,8
T-014,0,16,1,8
T-014,0,17,1,8
T-014,0,18,1,8
T-014,0,19,1,8
T-014,0,20,1,8
T-014,0,21,1,8
T-014,0,22,1,8
T-014,0,23,1,8
T-014,0,24,1,8
T-014,0,25,1,8
T-014,0,26,1,8
T-014,1,27,1,8
T-014,1,28,1,8
T-014,1,29,1,8
T-014,1,30,1,8
T-014,1,31,1,8
T-014,1,32,1,8
T-014,1,33,1,8
T-014,1,34,1,8
T-014,1,35,1,8
T-014,1,36,1,8
T-014,1,37,1,8
T-014,1,38,1,8
T-014,1,39,1,8
T-014,1,40,1,8
T-014,1,41,1,8
T-014,1,42,1,8
T-014,1,43,1,8
T-014,1,44,1,8
T-014,1,45,1,8
T-014,1,46,1,8
T-014,1,47,1,8
T-014,1,48,1,8
T-014,1,49,1,8
T-014,1,50,1,8
T-014,1,51,1,8
T-014,1,52,1,8
T-014,1,53,1,8
T-014,1,54,1,8
T-014,1,55,1,8
T-014,1,56,1,8
T-014,1,57,1,8
T-014,1,58,1,8
T-014,1,59,1,8
T-014,1,60,1,8
T-014,1,61,1,8
T-014,1,62,1,8
T-014,2,63,1,6
T-014,2,64,1,8
T-014,2,65,1,2
T-014,2,66,1,4
T-014,2,67,1,6
T-014,2,69,1,2
T-014,2,70,1,6
T-014,2,71,1,2
T-014,2,72,1,2
T-014,2,73,1,2
T-014,2,74,1,4
T-014,2,75,1,4
T-014,2,76,1,2
T-014,2,78,1,2
T-014,3,63,1,2
T-014,3,65,1,2
T-014,3,66,1,2
T-014,3,67,1,2
T-014,3,68,1,2
T-014,3,69,1,2
T-014,3,70,1,2
T-014,3,71,1,4
T-014,3,72,1,4
T-014,3,75,1,2
T-014,3,76,1,4
T-014,3,77,1,6
T-014,4,65,1,2
T-014,4,68,1,6
T-014,4,69,1,4
T-014,4,72,1,2
T-014,4,73,1,6
T-014,4,74,1,2
T-014,4,75,1,2
T-014,4,76,1,2
T-014,4,78,1,4
T-014,5,65,1,2
T-014,5,66,1,2
T-014,5,71,1,2
T-014,5,74,1,2
T-014,5,77,1,2
T-014,5,78,1,2
T-015,0,0,1,44
T-015,0,1,1,4
T-015,0,2,1,4
T-015,0,3,1,4
T-015,0,4,1,4
T-015,0,5,1,4
T-015,0,6,1,4
T-015,0,7,1,4
T-015,0,8,1,4
T-015,0,9,1,4
T-015,0,10,1,4
T-015,0,11,1,4
T-015,0,12,1,4
T-015,0,13,1,4
T-015,0,14,1,4
T-015,0,15,1,4
T-015,0,16,1,4
T-015,0,17,1,4
T-015,0,18,1,4
T-015,0,19,1,4
T-015,0,20,1,4
T-015,0,21,1,4
T-015,0,22,1,4
T-015,0,23,1,4
T-015,0,24,1,4
T-015,0,25,1,4
T-015,0,26,1,4
T-015,1,27,1,4
T-015,1,28,1,4
T-015,1,29,1,4
T-015,1,30,1,4
T-015,1,31,1,4
T-015,1,32,1,4
T-015,1,33,1,4
T-015,1,34,1,4
T-015,1,35,1,4
T-015,1,36,1,4
T-015,1,37,1,4
T-015,1,38,1,4
T-015,1,39,1,4
T-015,1,40,1,4
T-015,1,41,1,4
T-015,1,42,1,4
T-015,1,43,1,4
T-015,1,44,1,4
T-015,1,45,1,4
T-015,1,46,1,4
T-015,1,47,1,4
T-015,1,48,1,4
T-015,1,49,1,4
T-015,1,50,1,4
T-015,1,51,1,4
T-015,1,52,1,4
T-015,1,53,1,4
T-015,1,54,1,4
T-015,1,55,1,4
T-015,1,56,1,4
T-015,1,57,1,4
T-015,1,58,1,4
T-015,1,59,1,4
T-015,1,60,1,4
T-015,1,61,1,4
T-015,1,62,1,4
T-015,2,63,1,3
T-015,2,64,1,4
T-015,2,65,1,1
T-015,2,66,1,2
T-015,2,67,1,3
T-015,2,69,1,1
T-015,2,70,1,3
T-015,2,71,1,1
T-015,2,72,1,1
T-015,2,73,1,1
T-015,2,74,1,2
T-015,2,75,1,2
T-015,2,76,1,1
T-015,2,78,1,1
T-015,3,63,1,1
T-015,3,65,1,1
T-015,3,66,1,1
T-015,3,67,1,1
T-015,3,68,1,1
T-015,3,69,1,1
T-015,3,70,1,1
T-015,3,71,1,2
T-015,3,72,1,2
T-015,3,75,1,1
T-015,3,76,1,2
T-015,3,77,1,3
T-015,4,65,1,1
T-015,4,68,1,3
T-015,4,69,1,2
T-015,4,72,1,1
T-015,4,73,1,3
T-015,4,74,1,1
T-015,4,75,1,1
T-015,4,76,1,1
T-015,4,78,1,2
T-015,5,65,1,1
T-015,5,66,1,1
T-015,5,71,1,1
T-015,5,74,1,1
T-015,5,77,1,1
T-015,5,78,1,1
T-016,0,0,3,39
T-016,0,1,3,8
T-016,0,2,3,8
T-016,0,3,3,8
T-016,0,4,3,8
T-016,0,5,3,8
T-016,0,6,3,8
T-016,0,7,3,8
T-016,0,8,3,8
T-016,0,9,3,8
T-016,0,10,3,8
T-016,0,11,3,8
T-016,0,12,3,8
T-016,0,13,3,8
T-016,0,14,3,8
T-016,0,15,3,8
T-016,0,16,3,8
T-016,0,17,3,8
T-016,0,18,3,8
T-016,0,19,3,8
T-016,0,20,3,8
T-016,0,21,3,8
T-016,0,22,3,8
T-016,0,23,3,8
T-016,0,24,3,8
T-016,0,25,3,8
T-016,0,26,3,8
T-016,1,27,3,8
T-016,1,28,3,8
T-016,1,29,3,8
T-016,1,30,3,8
T-016,1,31,3,8
T-016,1,32,3,8
T-016,1,33,3,8
T-016,1,34,3,8
T-016,1,35,3,8
T-016,1,36,3,8
T-016,1,37,3,8
T-016,1,38,3,8
T-016,1,39,3,8
T-016,1,40,3,8
T-016,1,41,3,8
T-016,1,42,3,8
T-016,1,43,3,8
T-016,1,44,3,8
T-016,1,45,3,8
T-016,1,46,3,8
T-016,1,47,3,8
T-016,1,48,3,8
T-016,1,49,3,8
T-016,1,50,3,8
T-016,1,51,3,8
T-016,1,52,3,8
T-016,1,53,3,8
T-016,1,54,3,8
T-016,1,55,3,8
T-016,1,56,3,8
T-016,1,57,3,8
T-016,1,58,3,8
T-016,1,59,3,8
T-016,1,60,3,8
T-016,1,61,3,8
T-016,1,62,3,8
T-016,2,63,3,6
T-016,2,64,3,8
T-016,2,65,3,2
T-016,2,66,3,4
T-016,2,67,3,6
T-016,2,69,3,2
T-016,2,70,3,6
T-016,2,71,3,2
T-016,2,72,3,2
T-016,2,73,3,2
T-016,2,74,3,4
T-016,2,75,3,4
T-016,2,76,3,2
T-016,2,78,3,2
T-016,3,63,3,2
T-016,3,65,3,2
T-016,3,66,3,2
T-016,3,67,3,2
T-016,3,68,3,2
T-016,3,69,3,2
T-016,3,70,3,2
T-016,3,71,3,4
T-016,3,72,3,4
T-016,3,75,3,2
T-016,3,76,3,4
T-016,3,77,3,6
T-016,4,65,3,2
T-016,4,68,3,6
T-016,4,69,3,4
T-016,4,72,3,2
T-016,4,73,3,6
T-016,4,74,3,2
T-016,4,75,3,2
T-016,4,76,3,2
T-016,4,78,3,4
T-016,5,65,3,2
T-016,5,66,3,2
T-016,5,71,3,2
T-016,5,74,3,2
T-016,5,77,3,2
T-016,5,78,3,2
T-017,0,0,2,41
T-017,0,1,2,8
T-017,0,2,2,8
T-017,0,3,2,8
T-017,0,4,2,8
T-017,0,5,2,8
T-017,0,6,2,8
T-017,0,7,2,8
T-017,0,8,2,8
T-017,0,9,2,8
T-017,0,10,2,8
T-017,0,11,2,8
T-017,0,12,2,8
T-017,0,13,2,8
T-017,0,14,2,8
T-017,0,15,2,8
T-017,0,16,2,8
T-017,0,17,2,8
T-017,0,18,2,8
T-017,0,19,2,8
T-017,0,20,2,8
T-017,0,21,2,8
T-017,0,22,2,8
T-017,0,23,2,8
T-017,0,24,2,8
T-017,0,25,2,8
T-017,0,26,2,8
T-017,1,27,2,8
T-017,1,28,2,8
T-017,1,29,2,8
T-017,1,30,2,8
T-017,1,31,2,8
T-017,1,32,2,8
T-017,1,33,2,8
T-017,1,34,2,8
T-017,1,35,2,8
T-017,1,36,2,8
T-017,1,37,2,8
T-017,1,38,2,8
T-017,1,39,2,8
T-017,1,40,2,8
T-017,1,41,2,8
T-017,1,42,2,8
T-017,1,43,2,8
T-017,1,44,2,8
T-017,1,45,2,8
T-017,1,46,2,8
T-017,1,47,2,8
T-017,1,48,2,8
T-017,1,49,2,8
T-017,1,50,2,8
T-017,1,51,2,8
T-017,1,52,2,8
T-017,1,53,2,8
T-017,1,54,2,8
T-017,1,55,2,8
T-017,1,56,2,8
T-017,1,57,2,8
T-017,1,58,2,8
T-017,1,59,2,8
T-017,1,60,2,8
T-017,1,61,2,8
T-017,1,62,2,8
T-017,2,63,2,6
T-017,2,64,2,8
T-017,2,65,2,2
T-017,2,66,2,4
T-017,2,67,2,6
T-017,2,69,2,2
T-017,2,70,2,6
T-017,2,71,2,2
T-017,2,72,2,2
T-017,2,73,2,2
T-017,2,74,2,4
T-017,2,75,2,4
T-017,2,76,2,2
T-017,2,78,2,2
T-017,3,63,2,2
T-017,3,65,2,2
T-017,3,66,2,2
T-017,3,67,2,2
T-017,3,68,2,2
T-017,3,69,2,2
T-017,3,70,2,2
T-017,3,71,2,4
T-017,3,72,2,4
T-017,3,75,2,2
T-017,3,76,2,4
T-017,3,77,2,6
T-017,4,65,2,2
T-017,4,68,2,6
T-017,4,69,2,4
T-017,4,72,2,2
T-017,4,73,2,6
T-017,4,74,2,2
T-017,4,75,2,2
T-017,4,76,2,2
T-017,4,78,2,4
T-017,5,65,2,2
T-017,5,66,2,2
T-017,5,71,2,2
T-017,5,74,2,2
T-017,5,77,2,2
T-017,5,78,2,2
