task_ID,Gate_number,Floor_No,shift_no
T-004,36,1,4
T-004,37,1,1
T-004,37,1,2
T-004,37,1,3
T-004,37,1,4
T-004,38,1,1
T-004,38,1,2
T-004,38,1,3
T-004,38,1,4
T-004,39,1,1
T-004,39,1,2
T-004,39,1,3
T-004,39,1,4
T-004,40,1,1
T-004,40,1,2
T-004,40,1,3
T-004,40,1,4
T-004,41,1,1
T-004,41,1,2
T-004,41,1,3
T-004,41,1,4
T-004,42,1,1
T-004,42,1,2
T-004,42,1,3
T-004,42,1,4
T-004,43,1,1
T-004,43,1,2
T-004,43,1,3
T-004,43,1,4
T-004,44,1,1
T-004,44,1,2
T-004,44,1,3
T-004,44,1,4
T-004,45,1,1
T-004,45,1,2
T-004,45,1,3
T-004,45,1,4
T-004,46,1,1
T-004,46,1,2
T-004,46,1,3
T-004,46,1,4
T-004,47,1,1
T-004,47,1,2
T-004,47,1,3
T-004,47,1,4
T-004,48,1,1
T-004,48,1,2
T-004,48,1,3
T-004,48,1,4
T-004,49,1,1
T-004,49,1,2
T-004,49,1,3
T-004,49,1,4
T-004,50,1,1
T-004,50,1,2
T-004,50,1,3
T-004,50,1,4
T-004,51,1,1
T-004,51,1,2
T-004,51,1,3
T-004,51,1,4
T-004,52,1,1
T-004,52,1,2
T-004,52,1,3
T-004,52,1,4
T-004,53,1,1
T-004,53,1,2
T-004,53,1,3
T-004,53,1,4
T-004,54,1,1
T-004,54,1,2
T-004,54,1,3
T-004,54,1,4
T-004,55,1,1
T-004,55,1,2
T-004,55,1,3
T-004,55,1,4
T-004,56,1,1
T-004,56,1,2
T-004,56,1,3
T-004,56,1,4
T-004,57,1,1
T-004,57,1,2
T-004,57,1,3
T-004,57,1,4
T-004,58,1,1
T-004,58,1,2
T-004,58,1,3
T-004,58,1,4
T-004,59,1,1
T-004,59,1,2
T-004,59,1,3
T-004,59,1,4
T-004,60,1,1
T-004,60,1,2
T-004,60,1,3
T-004,60,1,4
T-004,61,1,1
T-004,61,1,2
T-004,61,1,3
T-004,61,1,4
T-004,62,1,1
T-004,62,1,2
T-004,62,1,3
T-004,62,1,4
T-004,63,2,1
T-004,63,2,2
T-004,63,2,3
T-004,63,2,4
T-004,64,2,1
T-004,64,2,2
T-004,64,2,3
T-004,64,2,4
T-004,65,2,1
T-004,65,2,2
T-004,65,2,3
T-004,65,2,4
T-004,66,2,1
T-004,66,2,2
T-004,66,2,3
T-004,66,2,4
T-004,67,2,1
T-004,67,2,2
T-004,67,2,3
T-004,67,2,4
T-004,69,2,1
T-004,69,2,2
T-004,69,2,3
T-004,69,2,4
T-004,70,2,1
T-004,70,2,2
T-004,70,2,3
T-004,70,2,4
T-004,71,2,1
T-004,71,2,2
T-004,71,2,3
T-004,71,2,4
T-004,72,2,1
T-004,72,2,2
T-004,72,2,3
T-004,72,2,4
T-004,73,2,1
T-004,73,2,2
T-004,73,2,3
T-004,73,2,4
T-004,74,2,1
T-004,74,2,2
T-004,74,2,3
T-004,74,2,4
T-004,75,2,1
T-004,75,2,2
T-004,75,2,3
T-004,75,2,4
T-004,76,2,1
T-004,76,2,2
T-004,76,2,3
T-004,76,2,4
T-004,78,2,1
T-004,78,2,2
T-004,78,2,3
T-004,78,2,4
T-004,63,3,1
T-004,63,3,2
T-004,63,3,3
T-004,63,3,4
T-004,65,3,1
T-004,65,3,2
T-004,65,3,3
T-004,65,3,4
T-004,66,3,1
T-004,66,3,2
T-004,66,3,3
T-004,66,3,4
T-004,67,3,1
T-004,67,3,2
T-004,67,3,3
T-004,67,3,4
T-004,68,3,1
T-004,68,3,2
T-004,68,3,3
T-004,68,3,4
T-004,69,3,1
T-004,69,3,2
T-004,69,3,3
T-004,69,3,4
T-004,70,3,1
T-004,70,3,2
T-004,70,3,3
T-004,70,3,4
T-004,71,3,1
T-004,71,3,2
T-004,71,3,3
T-004,71,3,4
T-004,72,3,1
T-004,72,3,2
T-004,72,3,3
T-004,72,3,4
T-004,75,3,1
T-004,75,3,2
T-004,75,3,3
T-004,75,3,4
T-004,76,3,1
T-004,76,3,2
T-004,76,3,3
T-004,76,3,4
T-004,77,3,1
T-004,77,3,2
T-004,77,3,3
T-004,77,3,4
T-004,65,4,1
T-004,65,4,2
T-004,65,4,3
T-004,65,4,4
T-004,68,4,1
T-004,68,4,2
T-004,68,4,3
T-004,68,4,4
T-004,69,4,1
T-004,69,4,2
T-004,69,4,3
T-004,69,4,4
T-004,72,4,1
T-004,72,4,2
T-004,72,4,3
T-004,72,4,4
T-004,73,4,1
T-004,73,4,2
T-004,73,4,3
T-004,73,4,4
T-004,74,4,1
T-004,74,4,2
T-004,74,4,3
T-004,74,4,4
T-004,75,4,1
T-004,75,4,2
T-004,75,4,3
T-004,75,4,4
T-004,76,4,1
T-004,76,4,2
T-004,76,4,3
T-004,76,4,4
T-004,78,4,1
T-004,78,4,2
T-004,78,4,3
T-004,78,4,4
T-004,65,5,1
T-004,65,5,2
T-004,65,5,3
T-004,65,5,4
T-004,66,5,1
T-004,66,5,2
T-004,66,5,3
T-004,66,5,4
T-004,71,5,1
T-004,71,5,2
T-004,71,5,3
T-004,71,5,4
T-004,74,5,1
T-004,74,5,2
T-004,74,5,3
T-004,74,5,4
T-004,77,5,1
T-004,77,5,2
T-004,77,5,3
T-004,77,5,4
T-004,78,5,1
T-004,78,5,2
T-004,78,5,3
T-004,78,5,4
T-005,0,0,1
T-005,0,0,2
T-005,0,0,3
T-005,0,0,4
T-005,1,0,1
T-005,1,0,2
T-005,1,0,3
T-005,1,0,4
T-005,2,0,1
T-005,2,0,2
T-005,2,0,3
T-005,2,0,4
T-005,3,0,1
T-005,3,0,2
T-005,3,0,3
T-005,3,0,4
T-005,4,0,1
T-005,4,0,2
T-005,4,0,3
T-005,4,0,4
T-005,5,0,1
T-005,5,0,2
T-005,5,0,3
T-005,5,0,4
T-005,6,0,1
T-005,6,0,2
T-005,6,0,3
T-005,6,0,4
T-005,7,0,1
T-005,7,0,2
T-005,7,0,3
T-005,7,0,4
T-005,8,0,1
T-005,8,0,2
T-005,8,0,3
T-005,8,0,4
T-005,9,0,1
T-005,9,0,2
T-005,9,0,3
T-005,9,0,4
T-005,10,0,1
T-005,10,0,2
T-005,10,0,3
T-005,10,0,4
T-005,11,0,1
T-005,11,0,2
T-005,11,0,3
T-005,11,0,4
T-005,12,0,1
T-005,12,0,2
T-005,12,0,3
T-005,12,0,4
T-005,13,0,1
T-005,13,0,2
T-005,13,0,3
T-005,13,0,4
T-005,14,0,1
T-005,14,0,2
T-005,14,0,3
T-005,14,0,4
T-005,15,0,1
T-005,15,0,2
T-005,15,0,3
T-005,15,0,4
T-005,16,0,1
T-005,16,0,2
T-005,16,0,3
T-005,16,0,4
T-005,17,0,1
T-005,17,0,2
T-005,17,0,3
T-005,17,0,4
T-005,18,0,1
T-005,18,0,2
T-005,18,0,3
T-005,18,0,4
T-005,19,0,1
T-005,19,0,2
T-005,19,0,3
T-005,19,0,4
T-005,20,0,1
T-005,20,0,2
T-005,20,0,3
T-005,20,0,4
T-005,21,0,1
T-005,21,0,2
T-005,21,0,3
T-005,21,0,4
T-005,22,0,1
T-005,22,0,2
T-005,22,0,3
T-005,22,0,4
T-005,23,0,1
T-005,23,0,2
T-005,23,0,3
T-005,23,0,4
T-005,24,0,1
T-005,24,0,2
T-005,24,0,3
T-005,24,0,4
T-005,25,0,1
T-005,25,0,2
T-005,25,0,3
T-005,25,0,4
T-005,26,0,1
T-005,26,0,2
T-005,26,0,3
T-005,26,0,4
T-005,27,1,1
T-005,27,1,2
T-005,27,1,3
T-005,27,1,4
T-005,28,1,1
T-005,28,1,2
T-005,28,1,3
T-005,28,1,4
T-005,29,1,1
T-005,29,1,2
T-005,29,1,3
T-005,29,1,4
T-005,30,1,1
T-005,30,1,2
T-005,30,1,3
T-005,30,1,4
T-005,31,1,1
T-005,31,1,2
T-005,31,1,3
T-005,31,1,4
T-005,32,1,1
T-005,32,1,2
T-005,32,1,3
T-005,32,1,4
T-005,33,1,1
T-005,33,1,2
T-005,33,1,3
T-005,33,1,4
T-005,34,1,1
T-005,34,1,2
T-005,34,1,3
T-005,34,1,4
T-005,35,1,1
T-005,35,1,2
T-005,35,1,3
T-005,35,1,4
T-005,36,1,1
T-005,36,1,2
T-005,36,1,3
T-005,36,1,4
T-005,37,1,1
T-005,37,1,2
T-005,37,1,3
T-005,37,1,4
T-005,38,1,1
T-005,38,1,2
T-005,38,1,3
T-005,38,1,4
T-005,39,1,1
T-005,39,1,2
T-005,39,1,3
T-005,39,1,4
T-005,40,1,1
T-005,40,1,2
T-005,40,1,3
T-005,40,1,4
T-005,41,1,1
T-005,41,1,2
T-005,41,1,3
T-005,41,1,4
T-005,42,1,1
T-005,42,1,2
T-005,42,1,3
T-005,42,1,4
T-005,43,1,1
T-005,43,1,2
T-005,43,1,3
T-005,43,1,4
T-005,44,1,1
T-005,44,1,2
T-005,44,1,3
T-005,44,1,4
T-005,45,1,1
T-005,45,1,2
T-005,45,1,3
T-005,45,1,4
T-005,46,1,1
T-005,46,1,2
T-005,46,1,3
T-005,46,1,4
T-005,47,1,1
T-005,47,1,2
T-005,47,1,3
T-005,47,1,4
T-005,48,1,1
T-005,48,1,2
T-005,48,1,3
T-005,48,1,4
T-005,49,1,1
T-005,49,1,2
T-005,49,1,3
T-005,49,1,4
T-005,50,1,1
T-005,50,1,2
T-005,50,1,3
T-005,50,1,4
T-005,51,1,1
T-005,51,1,2
T-005,51,1,3
T-005,51,1,4
T-005,52,1,1
T-005,52,1,2
T-005,52,1,3
T-005,52,1,4
T-005,53,1,1
T-005,53,1,2
T-005,53,1,3
T-005,53,1,4
T-005,54,1,1
T-005,54,1,2
T-005,54,1,3
T-005,54,1,4
T-005,55,1,1
T-005,55,1,2
T-005,55,1,3
T-005,55,1,4
T-005,56,1,1
T-005,56,1,2
T-005,56,1,3
T-005,56,1,4
T-005,57,1,1
T-005,57,1,2
T-005,57,1,3
T-005,57,1,4
T-005,58,1,1
T-005,58,1,2
T-005,58,1,3
T-005,58,1,4
T-005,59,1,1
T-005,59,1,2
T-005,59,1,3
T-005,59,1,4
T-005,60,1,1
T-005,60,1,2
T-005,60,1,3
T-005,60,1,4
T-005,61,1,1
T-005,61,1,2
T-005,61,1,3
T-005,61,1,4
T-005,62,1,1
T-005,62,1,2
T-005,62,1,3
T-005,62,1,4
T-005,63,2,1
T-005,63,2,2
T-005,63,2,3
T-005,63,2,4
T-005,64,2,1
T-005,64,2,2
T-005,64,2,3
T-005,64,2,4
T-005,65,2,1
T-005,65,2,2
T-005,65,2,3
T-005,65,2,4
T-005,66,2,1
T-005,66,2,2
T-005,66,2,3
T-005,66,2,4
T-005,67,2,1
T-005,67,2,2
T-005,67,2,3
T-005,67,2,4
T-005,69,2,1
T-005,69,2,2
T-005,69,2,3
T-005,69,2,4
T-005,70,2,1
T-005,70,2,2
T-005,70,2,3
T-005,70,2,4
T-005,71,2,1
T-005,71,2,2
T-005,71,2,3
T-005,71,2,4
T-005,72,2,1
T-005,72,2,2
T-005,72,2,3
T-005,72,2,4
T-005,73,2,1
T-005,73,2,2
T-005,73,2,3
T-005,73,2,4
T-005,74,2,1
T-005,74,2,2
T-005,74,2,3
T-005,74,2,4
T-005,75,2,1
T-005,75,2,2
T-005,75,2,3
T-005,75,2,4
T-005,76,2,1
T-005,76,2,2
T-005,76,2,3
T-005,76,2,4
T-005,78,2,1
T-005,78,2,2
T-005,78,2,3
T-005,78,2,4
T-005,63,3,1
T-005,63,3,2
T-005,63,3,3
T-005,63,3,4
T-005,65,3,1
T-005,65,3,2
T-005,65,3,3
T-005,65,3,4
T-005,66,3,1
T-005,66,3,2
T-005,66,3,3
T-005,66,3,4
T-005,67,3,1
T-005,67,3,2
T-005,67,3,3
T-005,67,3,4
T-005,68,3,1
T-005,68,3,2
T-005,68,3,3
T-005,68,3,4
T-005,69,3,1
T-005,69,3,2
T-005,69,3,3
T-005,69,3,4
T-005,70,3,1
T-005,70,3,2
T-005,70,3,3
T-005,70,3,4
T-005,71,3,1
T-005,71,3,2
T-005,71,3,3
T-005,71,3,4
T-005,72,3,1
T-005,72,3,2
T-005,72,3,3
T-005,72,3,4
T-005,75,3,1
T-005,75,3,2
T-005,75,3,3
T-005,75,3,4
T-005,76,3,1
T-005,76,3,2
T-005,76,3,3
T-005,76,3,4
T-005,77,3,1
T-005,77,3,2
T-005,77,3,3
T-005,77,3,4
T-005,65,4,1
T-005,65,4,2
T-005,65,4,3
T-005,65,4,4
T-005,68,4,1
T-005,68,4,2
T-005,68,4,3
T-005,68,4,4
T-005,69,4,1
T-005,69,4,2
T-005,69,4,3
T-005,69,4,4
T-005,72,4,1
T-005,72,4,2
T-005,72,4,3
T-005,72,4,4
T-005,73,4,1
T-005,73,4,2
T-005,73,4,3
T-005,73,4,4
T-005,74,4,1
T-005,74,4,2
T-005,74,4,3
T-005,74,4,4
T-005,75,4,1
T-005,75,4,2
T-005,75,4,3
T-005,75,4,4
T-005,76,4,1
T-005,76,4,2
T-005,76,4,3
T-005,76,4,4
T-005,78,4,1
T-005,78,4,2
T-005,78,4,3
T-005,78,4,4
T-005,65,5,1
T-005,65,5,2
T-005,65,5,3
T-005,65,5,4
T-005,66,5,1
T-005,66,5,2
T-005,66,5,3
T-005,66,5,4
T-005,71,5,1
T-005,71,5,2
T-005,71,5,3
T-005,71,5,4
T-005,74,5,1
T-005,74,5,2
T-005,74,5,3
T-005,74,5,4
T-005,77,5,1
T-005,77,5,2
T-005,77,5,3
T-005,77,5,4
T-005,78,5,1
T-005,78,5,2
T-005,78,5,3
T-005,78,5,4
T-006,0,0,1
T-006,0,0,2
T-006,0,0,3
T-006,0,0,4
T-006,1,0,1
T-006,1,0,2
T-006,1,0,3
T-006,1,0,4
T-006,2,0,1
T-006,2,0,2
T-006,2,0,3
T-006,2,0,4
T-006,3,0,1
T-006,3,0,2
T-006,3,0,3
T-006,3,0,4
T-006,4,0,1
T-006,4,0,2
T-006,4,0,3
T-006,4,0,4
T-006,5,0,1
T-006,5,0,2
T-006,5,0,3
T-006,5,0,4
T-006,6,0,1
T-006,6,0,2
T-006,6,0,3
T-006,6,0,4
T-006,7,0,1
T-006,7,0,2
T-006,7,0,3
T-006,7,0,4
T-006,8,0,1
T-006,8,0,2
T-006,8,0,3
T-006,8,0,4
T-006,9,0,1
T-006,9,0,2
T-006,9,0,3
T-006,9,0,4
T-006,10,0,1
T-006,10,0,2
T-006,10,0,3
T-006,10,0,4
T-006,11,0,1
T-006,11,0,2
T-006,11,0,3
T-006,11,0,4
T-006,12,0,1
T-006,12,0,2
T-006,12,0,3
T-006,12,0,4
T-006,13,0,1
T-006,13,0,2
T-006,13,0,3
T-006,13,0,4
T-006,14,0,1
T-006,14,0,2
T-006,14,0,3
T-006,14,0,4
T-006,15,0,1
T-006,15,0,2
T-006,15,0,3
T-006,15,0,4
T-006,16,0,1
T-006,16,0,2
T-006,16,0,3
T-006,16,0,4
T-006,17,0,1
T-006,17,0,2
T-006,17,0,3
T-006,17,0,4
T-006,18,0,1
T-006,18,0,2
T-006,18,0,3
T-006,18,0,4
T-006,19,0,1
T-006,19,0,2
T-006,19,0,3
T-006,19,0,4
T-006,20,0,1
T-006,20,0,2
T-006,20,0,3
T-006,20,0,4
T-006,21,0,1
T-006,21,0,2
T-006,21,0,3
T-006,21,0,4
T-006,22,0,1
T-006,22,0,2
T-006,22,0,3
T-006,22,0,4
T-006,23,0,1
T-006,23,0,2
T-006,23,0,3
T-006,23,0,4
T-006,24,0,1
T-006,24,0,2
T-006,24,0,3
T-006,24,0,4
T-006,25,0,1
T-006,25,0,2
T-006,25,0,3
T-006,25,0,4
T-006,26,0,1
T-006,26,0,2
T-006,26,0,3
T-006,26,0,4
T-006,27,1,1
T-006,27,1,2
T-006,27,1,3
T-006,27,1,4
T-006,28,1,1
T-006,28,1,2
T-006,28,1,3
T-006,28,1,4
T-006,29,1,1
T-006,29,1,2
T-006,29,1,3
T-006,29,1,4
T-006,30,1,1
T-006,30,1,2
T-006,30,1,3
T-006,30,1,4
T-006,31,1,1
T-006,31,1,2
T-006,31,1,3
T-006,31,1,4
T-006,32,1,1
T-006,32,1,2
T-006,32,1,3
T-006,32,1,4
T-006,33,1,1
T-006,33,1,2
T-006,33,1,3
T-006,33,1,4
T-006,34,1,1
T-006,34,1,2
T-006,34,1,3
T-006,34,1,4
T-006,35,1,1
T-006,35,1,2
T-006,35,1,3
T-006,35,1,4
T-006,36,1,1
T-006,36,1,2
T-006,36,1,3
T-006,36,1,4
T-006,37,1,1
T-006,37,1,2
T-006,37,1,3
T-006,37,1,4
T-006,38,1,1
T-006,38,1,2
T-006,38,1,3
T-006,38,1,4
T-006,39,1,1
T-006,39,1,2
T-006,39,1,3
T-006,39,1,4
T-006,40,1,1
T-006,40,1,2
T-006,40,1,3
T-006,40,1,4
T-006,41,1,1
T-006,41,1,2
T-006,41,1,3
T-006,41,1,4
T-006,42,1,1
T-006,42,1,2
T-006,42,1,3
T-006,42,1,4
T-006,43,1,1
T-006,43,1,2
T-006,43,1,3
T-006,43,1,4
T-006,44,1,1
T-006,44,1,2
T-006,44,1,3
T-006,44,1,4
T-006,45,1,1
T-006,45,1,2
T-006,45,1,3
T-006,45,1,4
T-006,46,1,1
T-006,46,1,2
T-006,46,1,3
T-006,46,1,4
T-006,47,1,1
T-006,47,1,2
T-006,47,1,3
T-006,47,1,4
T-006,48,1,1
T-006,48,1,2
T-006,48,1,3
T-006,48,1,4
T-006,49,1,1
T-006,49,1,2
T-006,49,1,3
T-006,49,1,4
T-006,50,1,1
T-006,50,1,2
T-006,50,1,3
T-006,50,1,4
T-006,51,1,1
T-006,51,1,2
T-006,51,1,3
T-006,51,1,4
T-006,52,1,1
T-006,52,1,2
T-006,52,1,3
T-006,52,1,4
T-006,53,1,1
T-006,53,1,2
T-006,53,1,3
T-006,53,1,4
T-006,54,1,1
T-006,54,1,2
T-006,54,1,3
T-006,54,1,4
T-006,55,1,1
T-006,55,1,2
T-006,55,1,3
T-006,55,1,4
T-006,56,1,1
T-006,56,1,2
T-006,56,1,3
T-006,56,1,4
T-006,57,1,1
T-006,57,1,2
T-006,57,1,3
T-006,57,1,4
T-006,58,1,1
T-006,58,1,2
T-006,58,1,3
T-006,58,1,4
T-006,59,1,1
T-006,59,1,2
T-006,59,1,3
T-006,59,1,4
T-006,60,1,1
T-006,60,1,2
T-006,60,1,3
T-006,60,1,4
T-006,61,1,1
T-006,61,1,2
T-006,61,1,3
T-006,61,1,4
T-006,62,1,1
T-006,62,1,2
T-006,62,1,3
T-006,62,1,4
T-006,63,2,1
T-006,63,2,2
T-006,63,2,3
T-006,63,2,4
T-006,64,2,1
T-006,64,2,2
T-006,64,2,3
T-006,64,2,4
T-006,65,2,1
T-006,65,2,2
T-006,65,2,3
T-006,65,2,4
T-006,66,2,1
T-006,66,2,2
T-006,66,2,3
T-006,66,2,4
T-006,67,2,1
T-006,67,2,2
T-006,67,2,3
T-006,67,2,4
T-006,69,2,1
T-006,69,2,2
T-006,69,2,3
T-006,69,2,4
T-006,70,2,1
T-006,70,2,2
T-006,70,2,3
T-006,70,2,4
T-006,71,2,1
T-006,71,2,2
T-006,71,2,3
T-006,71,2,4
T-006,72,2,1
T-006,72,2,2
T-006,72,2,3
T-006,72,2,4
T-006,73,2,1
T-006,73,2,2
T-006,73,2,3
T-006,73,2,4
T-006,74,2,1
T-006,74,2,2
T-006,74,2,3
T-006,74,2,4
T-006,75,2,1
T-006,75,2,2
T-006,75,2,3
T-006,75,2,4
T-006,76,2,1
T-006,76,2,2
T-006,76,2,3
T-006,76,2,4
T-006,78,2,1
T-006,78,2,2
T-006,78,2,3
T-006,78,2,4
T-006,63,3,1
T-006,63,3,2
T-006,63,3,3
T-006,63,3,4
T-006,65,3,1
T-006,65,3,2
T-006,65,3,3
T-006,65,3,4
T-006,66,3,1
T-006,66,3,2
T-006,66,3,3
T-006,66,3,4
T-006,67,3,1
T-006,67,3,2
T-006,67,3,3
T-006,67,3,4
T-006,68,3,1
T-006,68,3,2
T-006,68,3,3
T-006,68,3,4
T-006,69,3,1
T-006,69,3,2
T-006,69,3,3
T-006,69,3,4
T-006,70,3,1
T-006,70,3,2
T-006,70,3,3
T-006,70,3,4
T-006,71,3,1
T-006,71,3,2
T-006,71,3,3
T-006,71,3,4
T-006,72,3,1
T-006,72,3,2
T-006,72,3,3
T-006,72,3,4
T-006,75,3,1
T-006,75,3,2
T-006,75,3,3
T-006,75,3,4
T-006,76,3,1
T-006,76,3,2
T-006,76,3,3
T-006,76,3,4
T-006,77,3,1
T-006,77,3,2
T-006,77,3,3
T-006,77,3,4
T-006,65,4,1
T-006,65,4,2
T-006,65,4,3
T-006,65,4,4
T-006,68,4,1
T-006,68,4,2
T-006,68,4,3
T-006,68,4,4
T-006,69,4,1
T-006,69,4,2
T-006,69,4,3
T-006,69,4,4
T-006,72,4,1
T-006,72,4,2
T-006,72,4,3
T-006,72,4,4
T-006,73,4,1
T-006,73,4,2
T-006,73,4,3
T-006,73,4,4
T-006,74,4,1
T-006,74,4,2
T-006,74,4,3
T-006,74,4,4
T-006,75,4,1
T-006,75,4,2
T-006,75,4,3
T-006,75,4,4
T-006,76,4,1
T-006,76,4,2
T-006,76,4,3
T-006,76,4,4
T-006,78,4,1
T-006,78,4,2
T-006,78,4,3
T-006,78,4,4
T-006,65,5,1
T-006,65,5,2
T-006,65,5,3
T-006,65,5,4
T-006,66,5,1
T-006,66,5,2
T-006,66,5,3
T-006,66,5,4
T-006,71,5,1
T-006,71,5,2
T-006,71,5,3
T-006,71,5,4
T-006,74,5,1
T-006,74,5,2
T-006,74,5,3
T-006,74,5,4
T-006,77,5,1
T-006,77,5,2
T-006,77,5,3
T-006,77,5,4
T-006,78,5,1
T-006,78,5,2
T-006,78,5,3
T-006,78,5,4
T-007,0,0,1
T-007,0,0,2
T-007,0,0,3
T-007,0,0,4
T-007,1,0,1
T-007,1,0,2
T-007,1,0,3
T-007,1,0,4
T-007,2,0,1
T-007,2,0,2
T-007,2,0,3
T-007,2,0,4
T-007,3,0,1
T-007,3,0,2
T-007,3,0,3
T-007,3,0,4
T-007,4,0,1
T-007,4,0,2
T-007,4,0,3
T-007,4,0,4
T-007,5,0,1
T-007,5,0,2
T-007,5,0,3
T-007,5,0,4
T-007,6,0,1
T-007,6,0,2
T-007,6,0,3
T-007,6,0,4
T-007,7,0,1
T-007,7,0,2
T-007,7,0,3
T-007,7,0,4
T-007,8,0,1
T-007,8,0,2
T-007,8,0,3
T-007,8,0,4
T-007,9,0,1
T-007,9,0,2
T-007,9,0,3
T-007,9,0,4
T-007,10,0,1
T-007,10,0,2
T-007,10,0,3
T-007,10,0,4
T-007,11,0,1
T-007,11,0,2
T-007,11,0,3
T-007,11,0,4
T-007,12,0,1
T-007,12,0,2
T-007,12,0,3
T-007,12,0,4
T-007,13,0,1
T-007,13,0,2
T-007,13,0,3
T-007,13,0,4
T-007,14,0,1
T-007,14,0,2
T-007,14,0,3
T-007,14,0,4
T-007,15,0,1
T-007,15,0,2
T-007,15,0,3
T-007,15,0,4
T-007,16,0,1
T-007,16,0,2
T-007,16,0,3
T-007,16,0,4
T-007,17,0,1
T-007,17,0,2
T-007,17,0,3
T-007,17,0,4
T-007,18,0,1
T-007,18,0,2
T-007,18,0,3
T-007,18,0,4
T-007,19,0,1
T-007,19,0,2
T-007,19,0,3
T-007,19,0,4
T-007,20,0,1
T-007,20,0,2
T-007,20,0,3
T-007,20,0,4
T-007,21,0,1
T-007,21,0,2
T-007,21,0,3
T-007,21,0,4
T-007,22,0,1
T-007,22,0,2
T-007,22,0,3
T-007,22,0,4
T-007,23,0,1
T-007,23,0,2
T-007,23,0,3
T-007,23,0,4
T-007,24,0,1
T-007,24,0,2
T-007,24,0,3
T-007,24,0,4
T-007,25,0,1
T-007,25,0,2
T-007,25,0,3
T-007,25,0,4
T-007,26,0,1
T-007,26,0,2
T-007,26,0,3
T-007,26,0,4
T-007,27,1,1
T-007,27,1,2
T-007,27,1,3
T-007,27,1,4
T-007,28,1,1
T-007,28,1,2
T-007,28,1,3
T-007,28,1,4
T-007,29,1,1
T-007,29,1,2
T-007,29,1,3
T-007,29,1,4
T-007,30,1,1
T-007,30,1,2
T-007,30,1,3
T-007,30,1,4
T-007,31,1,1
T-007,31,1,2
T-007,31,1,3
T-007,31,1,4
T-007,32,1,1
T-007,32,1,2
T-007,32,1,3
T-007,32,1,4
T-007,33,1,1
T-007,33,1,2
T-007,33,1,3
T-007,33,1,4
T-007,34,1,1
T-007,34,1,2
T-007,34,1,3
T-007,34,1,4
T-007,35,1,1
T-007,35,1,2
T-007,35,1,3
T-007,35,1,4
T-007,36,1,1
T-007,36,1,2
T-007,36,1,3
T-007,36,1,4
T-007,37,1,1
T-007,37,1,2
T-007,37,1,3
T-007,37,1,4
T-007,38,1,1
T-007,38,1,2
T-007,38,1,3
T-007,38,1,4
T-007,39,1,1
T-007,39,1,2
T-007,39,1,3
T-007,39,1,4
T-007,40,1,1
T-007,40,1,2
T-007,40,1,3
T-007,40,1,4
T-007,41,1,1
T-007,41,1,2
T-007,41,1,3
T-007,41,1,4
T-007,42,1,1
T-007,42,1,2
T-007,42,1,3
T-007,42,1,4
T-007,43,1,1
T-007,43,1,2
T-007,43,1,3
T-007,43,1,4
T-007,44,1,1
T-007,44,1,2
T-007,44,1,3
T-007,44,1,4
T-007,45,1,1
T-007,45,1,2
T-007,45,1,3
T-007,45,1,4
T-007,46,1,1
T-007,46,1,2
T-007,46,1,3
T-007,46,1,4
T-007,47,1,1
T-007,47,1,2
T-007,47,1,3
T-007,47,1,4
T-007,48,1,1
T-007,48,1,2
T-007,48,1,3
T-007,48,1,4
T-007,49,1,1
T-007,49,1,2
T-007,49,1,3
T-007,49,1,4
T-007,50,1,1
T-007,50,1,2
T-007,50,1,3
T-007,50,1,4
T-007,51,1,1
T-007,51,1,2
T-007,51,1,3
T-007,51,1,4
T-007,52,1,1
T-007,52,1,2
T-007,52,1,3
T-007,52,1,4
T-007,53,1,1
T-007,53,1,2
T-007,53,1,3
T-007,53,1,4
T-007,54,1,1
T-007,54,1,2
T-007,54,1,3
T-007,54,1,4
T-007,55,1,1
T-007,55,1,2
T-007,55,1,3
T-007,55,1,4
T-007,56,1,1
T-007,56,1,2
T-007,56,1,3
T-007,56,1,4
T-007,57,1,1
T-007,57,1,2
T-007,57,1,3
T-007,57,1,4
T-007,58,1,1
T-007,58,1,2
T-007,58,1,3
T-007,58,1,4
T-007,59,1,1
T-007,59,1,2
T-007,59,1,3
T-007,59,1,4
T-007,60,1,1
T-007,60,1,2
T-007,60,1,3
T-007,60,1,4
T-007,61,1,1
T-007,61,1,2
T-007,61,1,3
T-007,61,1,4
T-007,62,1,1
T-007,62,1,2
T-007,62,1,3
T-007,62,1,4
T-007,63,2,1
T-007,63,2,2
T-007,63,2,3
T-007,63,2,4
T-007,64,2,1
T-007,64,2,2
T-007,64,2,3
T-007,64,2,4
T-007,65,2,1
T-007,65,2,2
T-007,65,2,3
T-007,65,2,4
T-007,66,2,1
T-007,66,2,2
T-007,66,2,3
T-007,66,2,4
T-007,67,2,1
T-007,67,2,2
T-007,67,2,3
T-007,67,2,4
T-007,69,2,1
T-007,69,2,2
T-007,69,2,3
T-007,69,2,4
T-007,70,2,1
T-007,70,2,2
T-007,70,2,3
T-007,70,2,4
T-007,71,2,1
T-007,71,2,2
T-007,71,2,3
T-007,71,2,4
T-007,72,2,1
T-007,72,2,2
T-007,72,2,3
T-007,72,2,4
T-007,73,2,1
T-007,73,2,2
T-007,73,2,3
T-007,73,2,4
T-007,74,2,1
T-007,74,2,2
T-007,74,2,3
T-007,74,2,4
