Task_ID,Gate_number,Floor_No,Shift_no,Actual,Predicted
T-017,13,1,3,-2.0,-1.0
T-010,44,4,1,1.0,0.0
T-010,39,1,4,1.0,0.0
T-008,5,0,1,1.0,2.0
T-002,6,0,3,1.0,0.0
T-004,43,3,2,0.0,-0.0
T-002,2,0,3,-1.0000000000000002,-0.0
T-017,14,1,1,0.0,0.0
T-013,53,5,2,1.0,1.0
T-012,53,2,2,2.0,3.0
T-010,29,1,2,0.0,0.0
T-005,37,1,2,3.0,1.0
T-003,9,0,2,0.0,0.0
T-012,44,4,4,-2.0,-2.0
T-007,11,0,3,1.0,0.0
T-004,48,4,4,-2.0,-1.0
T-015,22,1,3,-2.0,-1.0
T-006,24,1,1,0.0,0.0
T-003,39,1,3,0.0,1.0
T-009,50,4,3,-2.0,-2.0
T-013,49,5,2,5.0,4.0
T-015,9,0,3,-2.0,-1.0
T-015,0,0,4,-2.0,-1.0
T-014,45,4,3,4.0,3.0
T-016,52,4,4,1.0,0.0
T-010,43,5,1,-1.0000000000000002,-0.0
T-012,13,1,4,0.0,-0.0
T-005,10,0,3,1.0,2.0
T-011,49,3,2,1.0,-1.0
T-012,43,3,2,0.0,-0.0
T-006,18,1,3,-2.0,-1.0
T-004,26,1,1,-2.0,-1.0
T-013,1,0,2,-1.0000000000000002,-1.0
T-005,17,1,4,1.0,0.0
T-007,22,1,4,1.0,0.0
T-004,45,4,3,-1.0000000000000002,-1.0
T-017,45,4,3,1.0,0.0
T-013,2,0,1,-1.0000000000000002,-1.0
T-013,24,1,3,-1.0000000000000002,-0.0
T-016,28,1,4,2.0,3.0
T-016,45,5,4,2.0,2.0
T-007,49,2,4,-2.0,-1.0
T-017,13,1,2,2.0,0.0
T-001,40,1,3,-1.0000000000000002,-0.0
T-015,47,3,3,-1.0,-0.0
T-007,48,2,4,-1.0000000000000002,-0.0
T-002,48,4,3,0.0,0.0
T-017,53,5,2,1.0,1.0
T-011,35,1,4,-2.0,-1.0
T-008,31,1,2,-2.0,-0.0
T-016,47,5,3,-2.0,-2.0
T-011,38,1,4,1.0,3.0
T-004,55,5,3,4.0,3.0
T-014,49,5,3,2.0,3.0
T-014,31,1,1,-2.0,-2.0
T-014,0,0,3,3.0,1.0
T-008,43,4,3,-2.0,-1.0
T-009,19,1,2,-2.0,-1.0
T-015,15,1,3,2.0,2.0
T-011,17,1,3,1.0,0.0
T-011,44,5,2,-2.0,-0.0
T-015,43,4,1,2.0,1.0
T-015,24,1,2,-2.0,-0.0
T-006,38,1,3,2.0,1.0
T-015,22,1,1,-2.0,-1.0
T-005,53,5,2,2.0,1.0
T-005,26,1,4,-1.0000000000000002,-0.0
T-003,47,3,3,0.0,-0.0
T-010,45,5,3,1.0,0.0
T-017,8,0,1,-2.0,-0.0
T-011,3,0,1,2.0,1.0
T-002,14,1,4,-2.0,-2.0
T-016,27,1,3,-2.0,-1.0
T-007,55,2,2,2.0,2.0
T-012,46,5,2,1.0,1.0
T-002,55,5,3,2.0,1.0
T-008,11,0,3,5.0,4.0
T-012,53,4,1,-2.0,-2.0
T-016,17,1,3,0.0,-1.0
T-004,52,4,3,-2.0,-2.0
T-005,43,4,1,0.0,-0.0
T-007,49,3,4,-1.0000000000000002,-0.0
T-009,22,1,2,-2.0,-2.0
T-007,50,4,1,2.0,0.0
T-001,53,5,3,0.0,1.0
T-015,52,5,4,-2.0,-1.0
T-014,45,5,4,-1.0000000000000002,1.0
T-015,53,5,2,-1.0000000000000002,-1.0
T-014,43,4,1,-2.0,-1.0
T-015,43,3,3,-2.0,-1.0
T-007,47,4,1,0.0,1.0
T-004,52,4,3,1.0,1.0
T-003,11,0,1,-2.0,-0.0
T-011,21,1,4,-2.0,-1.0
T-003,13,1,1,1.0,-0.0
T-004,38,1,4,1.0,-0.0
T-009,45,5,2,-2.0,-2.0
T-013,41,1,4,-2.0,-1.0
T-003,33,1,4,0.0,-1.0
T-009,49,2,1,-1.0,0.0
T-011,50,5,2,0.0,0.0
T-008,50,5,4,1.0,0.0
T-005,53,4,3,-1.0000000000000002,-0.0
T-014,52,5,3,-2.0,-1.0
T-005,1,0,2,0.0,0.0
T-004,45,5,1,1.0,0.0
T-011,48,4,2,1.0,-0.0
T-010,47,5,4,-2.0,-1.0
T-010,44,4,3,0.0,0.0
T-016,6,0,4,-2.0,-1.0
T-017,31,1,4,1.0,1.0
T-004,32,1,2,-2.0,-1.0
T-013,50,2,1,2.0,3.0
T-009,12,0,3,-2.0,-2.0
T-014,3,0,3,0.0,1.0
T-013,40,1,1,-2.0,-2.0
T-004,48,5,1,-1.0,-0.0
T-008,28,1,4,-1.0,0.0
T-014,15,1,3,-1.0,-1.0
T-013,55,2,4,1.0,-0.0
T-017,52,4,3,-2.0,-1.0
T-013,35,1,3,3.0,1.0
T-016,48,5,1,4.0,3.0
T-007,6,0,3,0.0,0.0
T-007,49,2,1,-1.0,0.0
T-002,45,2,1,4.0,3.0
T-007,32,1,2,2.0,0.0
T-005,30,1,3,2.0,1.0
T-017,10,0,4,1.0,0.0
T-007,43,4,1,0.0,-0.0
T-007,4,0,3,4.0,3.0
T-012,47,5,1,2.0,1.0
T-002,39,1,4,-1.0,0.0
T-015,18,1,1,1.0,0.0
T-015,27,1,3,0.0,0.0
T-004,49,4,4,-2.0,-1.0
T-016,13,1,3,0.0,-0.0
T-009,36,1,3,-2.0,-1.0
T-002,49,2,1,-2.0,-0.0
T-009,21,1,3,2.0,1.0
T-006,50,2,3,-2.0,-2.0
T-001,12,0,1,-2.0,-1.0
T-010,47,4,1,-2.0,-2.0
T-005,53,5,1,2.0,2.0
T-016,29,1,3,2.0,1.0
T-013,44,4,3,3.0,2.0
T-009,48,4,3,-2.0,-0.0
T-014,10,0,1,-1.0,0.0
T-004,44,5,1,-2.0,-1.0
T-005,43,3,1,3.0,2.0
T-017,31,1,2,-1.0000000000000002,-0.0
T-016,39,1,2,-2.0,-2.0
T-012,53,5,2,-1.0,-0.0
T-012,14,1,1,1.0,1.0
T-002,36,1,2,4.0,3.0
T-011,30,1,3,-2.0,-2.0
T-003,50,2,2,1.0,1.0
T-003,25,1,1,1.0,2.0
T-003,38,1,2,3.0,2.0
T-002,37,1,2,0.0,-0.0
T-012,13,1,2,1.0,-0.0
T-005,55,5,1,3.0,2.0
T-008,46,2,2,3.0,2.0
T-012,0,0,4,4.0,3.0
T-011,37,1,2,1.0,0.0
T-006,10,0,3,-1.0000000000000002,0.0
T-001,25,1,3,-2.0,-1.0
T-001,23,1,1,-2.0,-1.0
T-012,47,4,3,4.0,3.0
T-015,47,4,4,1.0,1.0
T-012,4,0,1,2.0,2.0
T-004,18,1,2,3.0,1.0
T-012,12,0,4,2.0,2.0
T-004,22,1,4,0.0,0.0
T-006,44,3,4,0.0,1.0
T-002,28,1,3,0.0,-0.0
T-015,32,1,2,1.0,0.0
T-006,38,1,2,2.0,1.0
T-010,20,1,1,-2.0,-1.0
T-012,49,5,3,2.0,3.0
T-017,12,0,4,-2.0,-1.0
T-005,9,0,3,-1.0,0.0
T-004,7,0,4,-1.0,0.0
T-011,26,1,3,2.0,2.0
T-009,23,1,4,1.0,1.0
T-006,50,4,3,-2.0,-2.0
T-001,39,1,4,-1.0,0.0
T-010,50,4,3,-1.0,0.0
T-011,46,2,4,0.0,-1.0
T-008,10,0,3,0.0,-0.0
T-003,40,1,3,3.0,1.0
T-011,55,2,2,2.0,2.0
T-010,42,1,3,0.0,-0.0
T-002,48,5,3,0.0,-0.0
T-002,49,4,1,1.0,0.0
T-005,43,4,3,-2.0,-0.0
T-010,50,5,1,2.0,1.0
T-012,18,1,2,2.0,0.0
T-001,8,0,1,-2.0,-1.0
T-013,31,1,1,-1.0,-0.0
T-008,18,1,3,-2.0,-1.0
T-014,34,1,4,3.0,2.0
T-014,44,3,2,3.0,2.0
T-017,13,1,3,-1.0000000000000002,-1.0
T-011,45,2,1,4.0,3.0
T-016,45,2,4,0.0,-0.0
T-006,36,1,4,1.0,1.0
T-004,55,5,2,2.0,1.0
T-016,5,0,4,4.0,3.0
T-003,38,1,4,-2.0,-1.0
T-010,11,0,4,-2.0,-1.0
T-009,48,4,2,-1.0000000000000002,-0.0
T-004,33,1,4,0.0,0.0
T-011,36,1,4,-2.0,-0.0
T-008,45,4,4,0.0,-0.0
T-003,55,2,2,1.0,1.0
T-008,19,1,4,-2.0,-1.0
T-017,21,1,4,-1.0000000000000002,-0.0
T-015,48,2,3,0.0,0.0
T-009,51,2,1,2.0,2.0
T-016,49,3,2,1.0,1.0
T-009,43,3,1,-2.0,-2.0
T-015,6,0,1,2.0,2.0
T-009,46,5,4,-2.0,-1.0
T-015,26,1,3,0.0,0.0
T-010,53,4,1,-2.0,-1.0
T-004,14,1,2,1.0,0.0
T-014,55,5,4,-2.0,-1.0
T-006,47,4,2,1.0,0.0
T-015,45,4,2,3.0,2.0
T-007,43,3,2,0.0,0.0
T-006,5,0,2,0.0,-0.0
T-011,35,1,3,3.0,1.0
T-005,36,1,3,2.0,1.0
T-006,28,1,4,4.0,2.0
T-011,36,1,3,-1.0,0.0
T-017,28,1,4,1.0,-0.0
T-009,43,3,3,1.0,2.0
T-017,2,0,2,-2.0,-1.0
T-004,42,1,2,2.0,2.0
T-003,31,1,3,-2.0,-1.0
T-015,14,1,1,1.0,1.0
T-008,53,2,2,1.0,0.0
T-005,21,1,4,1.0,1.0
T-003,49,5,1,2.0,1.0
T-009,49,2,3,-2.0,-1.0
T-015,43,3,3,-1.0000000000000002,-1.0
T-007,51,5,4,2.0,3.0
T-007,46,5,1,4.0,3.0
T-013,34,1,1,-2.0,-1.0
T-007,50,5,1,-2.0,-2.0
T-001,15,1,4,-1.0000000000000002,0.0
T-011,48,4,4,-2.0,-1.0
T-010,36,1,4,1.0,0.0
T-008,51,5,4,2.0,0.0
T-016,14,1,4,1.0,1.0
T-013,31,1,1,5.0,4.0
T-017,53,5,3,1.0,0.0
T-010,32,1,2,-1.0000000000000002,0.0
T-002,54,5,2,-1.0000000000000002,-0.0
T-010,26,1,1,-1.0000000000000002,-1.0
T-016,38,1,2,1.0,0.0
T-008,47,4,2,-2.0,-2.0
T-005,49,2,3,-2.0,-2.0
T-011,35,1,3,1.0,0.0
T-003,21,1,4,-2.0,-2.0
T-002,29,1,3,-2.0,-1.0
T-001,8,0,3,-2.0,-2.0
T-010,51,5,3,0.0,1.0
T-002,16,1,4,1.0,1.0
T-004,15,1,3,-1.0000000000000002,-1.0
T-012,43,5,2,4.0,2.0
T-017,49,3,3,-1.0000000000000002,-0.0
T-014,4,0,1,1.0,1.0
T-010,46,5,4,0.0,-1.0
T-013,16,1,4,1.0,0.0
T-003,55,5,1,4.0,3.0
T-008,51,5,3,1.0,2.0
T-009,30,1,1,-2.0,-1.0
T-008,47,4,4,0.0,1.0
T-006,21,1,4,-1.0,-0.0
T-004,19,1,2,-1.0000000000000002,0.0
T-009,51,5,1,-1.0,-1.0
T-006,18,1,3,-2.0,-1.0
T-009,43,5,2,-2.0,-1.0
T-015,51,5,2,2.0,1.0
T-010,52,5,3,0.0,-0.0
T-011,44,3,1,-2.0,0.0
T-007,18,1,1,1.0,-0.0
T-003,47,5,4,0.0,-0.0
T-009,43,5,3,-2.0,-0.0
T-002,50,2,1,-2.0,-2.0
T-016,48,2,3,-2.0,-1.0
T-006,45,5,4,0.0,-0.0
T-003,43,5,3,3.0,2.0
T-001,16,1,3,0.0,-1.0
T-010,47,5,4,0.0,-0.0
T-001,38,1,4,0.0,0.0
T-014,40,1,3,-1.0000000000000002,-0.0
T-002,47,5,1,4.0,3.0
T-001,19,1,1,-2.0,-1.0
T-005,7,0,3,-2.0,-1.0
T-010,22,1,1,2.0,1.0
T-003,53,5,3,0.0,0.0
T-004,49,3,1,-2.0,-2.0
T-009,46,5,3,-2.0,-1.0
T-008,4,0,2,1.0,-0.0
T-011,46,2,3,2.0,2.0
T-002,50,2,1,-2.0,-2.0
T-017,4,0,4,-2.0,-1.0
T-002,35,1,4,-2.0,-1.0
T-017,28,1,4,0.0,-0.0
T-015,33,1,3,4.0,3.0
T-001,37,1,4,0.0,-0.0
T-008,5,0,2,0.0,0.0
T-010,52,4,2,0.0,-0.0
T-011,1,0,3,1.0,-0.0
T-016,53,4,3,-2.0,-1.0
T-010,11,0,2,-1.0000000000000002,-1.0
T-003,43,3,1,3.0,1.0
T-013,4,0,2,-2.0,-1.0
T-005,47,4,2,1.0,1.0
T-015,48,5,2,2.0,2.0
T-008,55,5,2,-1.0000000000000002,0.0
T-017,4,0,1,-1.0000000000000002,-0.0
T-012,53,5,2,-1.0,-1.0
T-007,16,1,4,-1.0000000000000002,-0.0
T-001,27,1,3,2.0,2.0
T-016,17,1,3,-2.0,-1.0
T-001,13,1,2,1.0,2.0
T-003,32,1,2,3.0000000000000004,1.0
T-010,49,4,1,1.0,1.0
T-006,55,5,2,-1.0,0.0
T-002,54,5,3,1.0,1.0
T-015,8,0,4,2.0,0.0
T-013,3,0,2,-2.0,-1.0
T-012,13,1,3,-1.0,-1.0
T-014,48,5,3,-1.0,0.0
T-014,49,4,1,-1.0,0.0
T-014,10,0,2,0.0,0.0
T-009,2,0,1,2.0,2.0
T-011,42,1,3,2.0,3.0
T-013,37,1,1,-2.0,-1.0
T-015,35,1,1,3.0000000000000004,1.0
T-016,27,1,4,-2.0,-2.0
T-011,53,2,2,-2.0,-1.0
T-002,25,1,4,-1.0,-1.0
T-017,19,1,4,3.0,2.0
T-017,54,5,3,-2.0,-1.0
T-004,49,2,3,-1.0,-0.0
T-007,49,2,1,-1.0,0.0
T-014,45,5,1,-1.0000000000000002,-1.0
T-009,26,1,3,2.0,2.0
T-009,53,4,4,2.0,1.0
T-003,5,0,4,-2.0,-2.0
T-010,27,1,2,1.0,-0.0
T-013,47,5,2,3.0,3.0
T-008,49,2,3,-1.0000000000000002,-1.0
T-009,46,5,1,0.0,-0.0
T-001,30,1,4,0.0,1.0
T-006,11,0,2,2.0,2.0
T-008,52,5,2,1.0,2.0
T-017,39,1,3,3.0,1.0
T-004,8,0,3,-2.0,-1.0
T-009,49,5,4,-2.0,-1.0
T-013,45,5,1,-1.0,0.0
T-005,46,5,3,0.0,-0.0
T-011,35,1,3,1.0,1.0
T-014,36,1,4,-1.0000000000000002,-1.0
T-001,34,1,1,-2.0,-0.0
T-016,48,5,3,1.0,-0.0
T-008,35,1,1,0.0,0.0
T-006,49,2,2,-2.0,-1.0
T-013,24,1,1,0.0,-1.0
T-015,1,0,4,-2.0,-0.0
T-005,37,1,4,-2.0,-1.0
T-004,49,2,3,-2.0,-1.0
T-014,49,4,3,-2.0,-0.0
T-002,38,1,2,-1.0000000000000002,-0.0
T-017,43,5,4,0.0,-0.0
T-012,41,1,4,-1.0,-1.0
T-012,52,4,4,0.0,-0.0
T-016,38,1,1,-2.0,-1.0
T-004,9,0,2,2.0,3.0
T-010,39,1,3,2.0,0.0
T-010,49,2,3,-1.0000000000000002,-1.0
T-013,46,2,4,1.0,0.0
T-014,19,1,4,0.0,-0.0
T-003,41,1,1,1.0,-0.0
T-008,53,2,3,4.0,2.0
T-012,53,5,1,1.0,0.0
T-014,53,5,3,-1.0000000000000002,-0.0
T-009,43,4,4,-1.0000000000000002,-0.0
T-001,50,2,3,0.0,0.0
T-003,0,0,2,-2.0,-1.0
T-009,53,4,4,3.0,1.0
T-015,19,1,3,2.0,2.0
T-007,7,0,1,2.0,1.0
T-015,48,5,2,-2.0,-1.0
T-013,23,1,3,3.0,2.0
T-015,52,5,3,-1.0,-0.0
T-011,10,0,3,-1.0000000000000002,-0.0
T-009,48,4,3,0.0,0.0
T-013,43,4,3,-1.0000000000000002,-0.0
T-003,29,1,1,-1.0000000000000002,-0.0
T-009,14,1,3,0.0,-0.0
T-014,42,1,3,0.0,0.0
T-017,12,0,1,-2.0,-1.0
T-004,49,4,1,-2.0,-1.0
T-009,15,1,4,1.0,1.0
T-003,45,4,4,0.0,-1.0
T-015,37,1,4,3.0,1.0
T-014,21,1,4,-2.0,-2.0
T-012,0,0,1,1.0,2.0
T-009,3,0,4,-1.0000000000000002,-1.0
T-017,47,3,4,-2.0,-1.0
T-013,39,1,4,2.0,2.0
T-002,50,2,3,3.0,2.0
T-017,23,1,3,2.0,1.0
T-008,43,3,1,2.0,1.0
T-002,50,4,2,2.0,1.0
T-016,37,1,1,-2.0,-2.0
T-002,15,1,2,0.0,-0.0
T-006,24,1,4,-1.0000000000000002,-1.0
T-015,34,1,4,0.0,1.0
T-008,49,2,1,-1.0,-1.0
T-003,6,0,3,-2.0,-1.0
T-007,8,0,3,0.0,0.0
T-015,36,1,1,0.0,0.0
T-017,45,5,3,-2.0,-0.0
T-009,46,5,2,0.0,-1.0
T-013,4,0,4,-2.0,-1.0
T-002,52,5,1,-2.0,-2.0
T-017,11,0,2,-2.0,-1.0
T-015,49,2,1,0.0,0.0
T-006,27,1,1,0.0,0.0
T-003,43,5,1,0.0,-0.0
T-006,31,1,3,-2.0,-2.0
T-011,46,2,4,-2.0,-1.0
T-017,49,5,1,2.0,2.0
T-001,14,1,3,-2.0,-1.0
T-011,51,5,4,1.0,0.0
T-005,49,3,1,-1.0000000000000002,-0.0
T-004,10,0,4,-2.0,-1.0
T-013,9,0,1,1.0,1.0
T-002,12,0,1,-1.0,-1.0
T-012,50,5,4,-1.0000000000000002,-0.0
T-011,24,1,1,-2.0,-2.0
T-009,47,4,2,-2.0,-1.0
T-002,46,5,3,-2.0,-1.0
T-013,7,0,4,1.0,1.0
T-002,35,1,4,-1.0,-1.0
T-002,53,4,2,1.0,-0.0
T-008,45,5,1,-2.0,-1.0
T-012,44,4,2,0.0,-1.0
T-012,43,4,1,-2.0,-2.0
T-004,17,1,1,-1.0000000000000002,0.0
T-002,4,0,1,4.0,3.0
T-003,9,0,2,0.0,-1.0
T-002,52,5,3,0.0,-0.0
T-008,6,0,2,-2.0,-1.0
T-012,30,1,3,-1.0,-0.0
T-007,24,1,1,-1.0,-1.0
T-002,44,3,2,0.0,-0.0
T-017,13,1,1,-2.0,-0.0
T-011,49,3,1,4.0,3.0
T-016,53,2,4,-1.0000000000000002,-1.0
T-005,28,1,1,-1.0,-1.0
T-014,33,1,4,-1.0,-1.0
T-004,47,4,1,-2.0,-2.0
T-006,14,1,4,0.0,-0.0
T-001,8,0,1,-2.0,-0.0
T-006,2,0,1,0.0,1.0
T-007,41,1,1,2.0,2.0
T-009,16,1,3,2.0,3.0
T-017,22,1,1,-1.0000000000000002,-0.0
T-003,31,1,4,2.0,2.0
T-001,18,1,2,1.0,2.0
T-012,27,1,1,-2.0,-2.0
T-016,44,5,2,-2.0,-1.0
T-017,44,5,4,-1.0,-1.0
T-001,15,1,3,-2.0,-1.0
T-006,46,2,4,1.0,-0.0
T-005,51,2,2,-2.0,-1.0
T-003,53,2,2,0.0,1.0
T-008,28,1,1,-2.0,-1.0
T-004,55,5,3,-2.0,-1.0
T-012,32,1,2,-2.0,-0.0
T-015,50,4,1,-2.0,-1.0
T-016,27,1,4,2.0,1.0
T-014,22,1,1,-2.0,-1.0
T-014,8,0,1,0.0,1.0
T-016,22,1,4,-2.0,-2.0
T-009,49,3,2,2.0,0.0
T-010,14,1,1,-2.0,-1.0
T-017,0,0,3,3.0,3.0
T-004,48,5,4,-2.0,-1.0
T-003,24,1,1,0.0,0.0
T-007,49,3,1,-2.0,-1.0
T-017,16,1,1,-1.0000000000000002,-1.0
T-005,29,1,3,-2.0,-1.0
T-008,55,5,2,4.0,2.0
T-012,9,0,4,-1.0,-0.0
T-016,35,1,3,-1.0000000000000002,-1.0
T-013,49,5,2,0.0,-1.0
T-002,18,1,1,-2.0,-1.0
T-010,7,0,2,0.0,-0.0
T-011,8,0,3,-2.0,-1.0
T-010,0,0,3,-2.0,-1.0
T-013,33,1,1,1.0,0.0
T-010,26,1,4,0.0,-1.0
T-010,45,4,1,1.0,0.0
T-015,47,3,1,2.0,0.0
T-010,50,5,4,-2.0,-0.0
T-008,33,1,4,0.0,-0.0
T-001,20,1,4,1.0,-0.0
T-011,35,1,4,0.0,0.0
T-005,4,0,1,-2.0,-1.0
T-015,50,2,2,1.0,-0.0
T-008,4,0,2,0.0,-0.0
T-002,50,4,4,2.0,3.0
T-009,29,1,3,1.0,-0.0
T-010,55,2,4,-2.0,-1.0
T-002,12,0,3,2.0,1.0
T-003,6,0,2,-1.0000000000000002,0.0
T-013,23,1,4,0.0,-0.0
T-011,43,4,4,2.0,2.0
T-011,53,4,1,2.0,0.0
T-011,21,1,3,0.0,-0.0
T-015,51,5,2,0.0,0.0
T-010,43,5,2,-2.0,-1.0
T-006,41,1,1,-1.0,-0.0
T-002,49,3,4,3.0000000000000004,1.0
T-009,30,1,1,1.0,1.0
T-005,53,4,4,5.0,4.0
T-016,31,1,1,-2.0,-1.0
T-004,43,5,1,3.0,2.0
T-011,33,1,3,-2.0,-0.0
T-009,18,1,3,-1.0000000000000002,-0.0
T-016,46,5,4,-2.0,-1.0
T-005,44,3,4,-2.0,-2.0
T-012,35,1,4,0.0,0.0
T-001,26,1,3,-2.0,-1.0
T-008,47,4,3,-2.0,-1.0
T-007,14,1,1,2.0,1.0
T-008,32,1,4,-2.0,-1.0
T-014,32,1,3,2.0,1.0
T-004,44,5,2,-2.0,-0.0
T-017,37,1,4,0.0,1.0
T-002,42,1,3,-1.0,0.0
T-007,7,0,4,2.0,1.0
T-017,38,1,3,1.0,1.0
T-016,1,0,4,0.0,-0.0
T-016,50,4,2,0.0,-1.0
T-010,30,1,3,4.0,3.0
T-014,35,1,2,0.0,-0.0
T-014,55,2,4,0.0,-1.0
T-012,43,3,4,4.0,3.0
T-006,49,4,4,-1.0000000000000002,0.0
T-005,10,0,1,3.0,1.0
T-016,16,1,3,2.0,3.0
T-013,51,5,4,3.0,1.0
T-003,48,2,3,0.0,0.0
T-014,43,3,1,3.0000000000000004,2.0
T-011,37,1,3,-2.0,-1.0
T-001,44,4,1,2.0,3.0
T-017,12,0,1,-1.0,-1.0
T-014,25,1,4,-1.0,-0.0
T-013,30,1,4,-1.0,-1.0
T-017,3,0,2,0.0,-0.0
T-009,41,1,1,0.0,0.0
T-002,44,4,2,0.0,1.0
T-002,26,1,2,-2.0,-1.0
T-010,0,0,3,3.0,2.0
T-006,29,1,2,-1.0,-0.0
T-005,19,1,1,-2.0,-1.0
T-008,44,4,2,0.0,-0.0
T-014,48,4,1,3.0,1.0
T-012,2,0,2,-2.0,-2.0
T-016,23,1,2,-2.0,-1.0
T-006,33,1,2,-2.0,-1.0
T-008,39,1,2,0.0,-0.0
T-004,48,5,2,0.0,0.0
T-001,21,1,2,1.0,1.0
T-008,2,0,3,-2.0,-1.0
T-009,30,1,4,-1.0000000000000002,-0.0
T-016,38,1,1,-1.0000000000000002,0.0
T-008,43,3,2,2.0,0.0
T-014,55,2,4,-1.0000000000000002,-1.0
T-003,6,0,3,-1.0000000000000002,-0.0
T-002,43,4,1,2.0,1.0
T-011,48,4,3,-1.0000000000000002,-0.0
T-004,13,1,4,-1.0000000000000002,-1.0
T-008,47,4,4,0.0,-0.0
T-001,38,1,4,-2.0,0.0
T-005,23,1,1,-2.0,-1.0
T-012,44,4,4,-2.0,-1.0
T-008,49,3,3,4.0,2.0
T-014,50,5,3,1.0,1.0
T-011,55,2,2,1.0,-0.0
T-015,48,2,2,0.0,1.0
T-004,19,1,4,2.0,0.0
T-011,26,1,1,1.0,1.0
T-005,27,1,4,-2.0,-1.0
T-017,52,4,3,3.0,3.0
T-012,40,1,2,2.0,1.0
T-008,52,4,1,-1.0,-0.0
T-001,40,1,1,3.0,2.0
T-011,51,5,3,-1.0000000000000002,-0.0
T-015,50,2,1,1.0,-0.0
T-005,7,0,2,1.0,0.0
T-012,45,4,2,-2.0,-1.0
T-015,2,0,1,3.0,2.0
T-002,44,4,2,4.0,3.0
T-017,32,1,3,0.0,1.0
T-001,5,0,1,-1.0000000000000002,-1.0
T-004,35,1,2,-1.0000000000000002,-0.0
T-008,41,1,4,-1.0000000000000002,-1.0
T-012,37,1,4,-1.0,-1.0
T-002,8,0,3,0.0,1.0
T-014,26,1,3,2.0,1.0
T-003,30,1,2,-1.0000000000000002,0.0
T-014,46,5,4,0.0,1.0
T-011,49,4,2,-1.0,0.0
T-007,55,5,4,3.0,3.0
T-005,29,1,1,-2.0,-1.0
T-017,47,3,2,-1.0000000000000002,-0.0
T-017,24,1,2,3.0,2.0
T-007,53,5,2,-2.0,-1.0
T-016,54,5,4,-1.0000000000000002,-0.0
T-008,20,1,3,3.0000000000000004,1.0
T-011,48,4,2,-2.0,-2.0
T-008,46,2,3,-1.0000000000000002,0.0
T-015,47,5,4,0.0,-0.0
T-004,29,1,4,0.0,0.0
T-005,49,5,1,1.0,-0.0
T-003,47,5,4,-2.0,-1.0
T-016,40,1,3,-2.0,-2.0
T-011,41,1,1,-1.0,-0.0
T-016,10,0,2,2.0,3.0
T-013,46,2,3,-2.0,-2.0
T-011,6,0,4,1.0,0.0
T-007,29,1,3,1.0,-0.0
T-008,49,4,4,-1.0000000000000002,-1.0
T-015,49,2,1,-2.0,-1.0
T-003,49,4,4,1.0,0.0
T-006,55,5,1,2.0,2.0
T-017,6,0,2,0.0,0.0
T-007,22,1,1,-1.0,-0.0
T-008,17,1,2,3.0000000000000004,2.0
T-009,29,1,3,2.0,2.0
T-007,15,1,1,-2.0,-0.0
T-013,31,1,4,4.0,3.0
T-014,30,1,1,-2.0,-1.0
T-007,47,3,4,-1.0,0.0
T-010,50,5,3,-2.0,-0.0
T-006,13,1,3,0.0,-0.0
T-006,28,1,1,1.0,1.0
T-017,10,0,3,3.0,2.0
T-014,8,0,1,0.0,0.0
T-017,53,5,2,0.0,-0.0
T-008,7,0,4,3.0,1.0
T-005,50,2,4,0.0,0.0
T-008,48,2,4,-2.0,-1.0
T-001,31,1,3,0.0,-0.0
T-004,8,0,2,-1.0000000000000002,0.0
T-004,2,0,1,1.0,0.0
T-001,51,2,4,-2.0,-1.0
T-008,51,2,1,4.0,2.0
T-003,47,3,1,1.0,-0.0
T-017,22,1,2,-1.0,-1.0
T-013,39,1,2,3.0,3.0
T-011,55,2,3,-2.0,-1.0
T-016,52,4,4,3.0,1.0
T-014,49,5,3,5.0,4.0
T-012,2,0,2,-1.0000000000000002,-0.0
T-003,23,1,2,2.0,1.0
T-016,13,1,2,-1.0,-0.0
T-006,22,1,4,2.0,2.0
T-013,22,1,3,0.0,1.0
T-017,46,2,4,-1.0000000000000002,-0.0
T-014,34,1,1,-2.0,-0.0
T-005,11,0,1,5.0,4.0
T-011,26,1,4,-1.0,0.0
T-011,35,1,4,-2.0,-0.0
T-003,46,2,4,1.0,0.0
T-015,11,0,3,-2.0,-2.0
T-001,39,1,2,2.0,1.0
T-014,44,5,1,0.0,1.0
T-001,15,1,4,-2.0,-1.0
T-004,7,0,3,4.0,2.0
T-011,33,1,4,2.0,1.0
T-008,17,1,4,-2.0,-1.0
T-014,7,0,1,-2.0,-0.0
T-017,47,3,4,-2.0,-0.0
T-005,43,3,2,3.0,2.0
T-016,31,1,4,-2.0,-2.0
T-003,33,1,1,4.0,3.0
T-013,30,1,3,-2.0,-2.0
T-013,44,4,4,0.0,-0.0
T-013,22,1,2,0.0,-0.0
T-012,46,2,1,1.0,0.0
T-003,29,1,3,2.0,2.0
T-001,5,0,4,-2.0,-1.0
T-013,11,0,1,2.0,2.0
T-017,40,1,4,-2.0,-0.0
T-010,11,0,3,2.0,0.0
T-015,47,3,2,-2.0,-1.0
T-011,53,5,4,-2.0,-2.0
T-013,52,5,3,1.0,1.0
T-017,40,1,3,0.0,-0.0
T-013,50,2,1,-2.0,-1.0
T-014,33,1,4,-2.0,-1.0
T-011,49,5,4,-2.0,-1.0
T-013,54,5,4,1.0,1.0
