task_ID,Floor_No,Gate_number,Criticality,Number_of_Personnel
T-016,0,6,3,4
T-016,0,7,3,4
T-016,0,8,3,4
T-016,0,9,3,4
T-016,0,10,3,4
T-016,0,11,3,4
T-016,0,12,3,4
T-016,1,13,3,4
T-016,1,14,3,4
T-016,1,15,3,4
T-016,1,16,3,4
T-016,1,17,3,4
T-016,1,18,3,4
T-016,1,19,3,4
T-016,1,20,3,4
T-016,1,21,3,4
T-016,1,22,3,4
T-016,1,23,3,4
T-016,1,24,3,4
T-016,1,25,3,4
T-016,1,26,3,4
T-016,1,27,3,4
T-016,1,28,3,4
T-016,1,29,3,4
T-016,1,30,3,4
T-016,1,31,3,4
T-016,1,32,3,4
T-016,1,33,3,4
T-016,1,34,3,4
T-016,1,35,3,4
T-016,1,36,3,4
T-016,1,37,3,4
T-016,1,38,3,4
T-016,1,39,3,4
T-016,1,40,3,4
T-016,1,41,3,4
T-016,1,42,3,4
T-016,2,45,3,1
T-016,2,46,3,2
T-016,2,48,3,2
T-016,2,49,3,1
T-016,2,50,3,1
T-016,2,51,3,2
T-016,2,53,3,1
T-016,2,55,3,3
T-016,3,43,3,1
T-016,3,44,3,1
T-016,3,47,3,2
T-016,3,49,3,1
T-016,4,43,3,1
T-016,4,44,3,2
T-016,4,45,3,2
T-016,4,47,3,1
T-016,4,48,3,1
T-016,4,49,3,1
T-016,4,50,3,1
T-016,4,52,3,1
T-016,4,53,3,2
T-016,5,43,3,2
T-016,5,44,3,1
T-016,5,45,3,1
T-016,5,46,3,2
T-016,5,47,3,1
T-016,5,48,3,1
T-016,5,49,3,1
T-016,5,50,3,2
T-016,5,51,3,2
T-016,5,52,3,3
T-016,5,53,3,1
T-016,5,54,3,4
T-016,5,55,3,1
T-017,0,0,2,38
T-017,0,1,2,4
T-017,0,2,2,4
T-017,0,3,2,4
T-017,0,4,2,4
T-017,0,5,2,4
T-017,0,6,2,4
T-017,0,7,2,4
T-017,0,8,2,4
T-017,0,9,2,4
T-017,0,10,2,4
T-017,0,11,2,4
T-017,0,12,2,4
T-017,1,13,2,4
T-017,1,14,2,4
T-017,1,15,2,4
T-017,1,16,2,4
T-017,1,17,2,4
T-017,1,18,2,4
T-017,1,19,2,4
T-017,1,20,2,4
T-017,1,21,2,4
T-017,1,22,2,4
T-017,1,23,2,4
T-017,1,24,2,4
T-017,1,25,2,4
T-017,1,26,2,4
T-017,1,27,2,4
T-017,1,28,2,4
T-017,1,29,2,4
T-017,1,30,2,4
T-017,1,31,2,4
T-017,1,32,2,4
T-017,1,33,2,4
T-017,1,34,2,4
T-017,1,35,2,4
T-017,1,36,2,4
T-017,1,37,2,4
T-017,1,38,2,4
T-017,1,39,2,4
T-017,1,40,2,4
T-017,1,41,2,4
T-017,1,42,2,4
T-017,2,45,2,1
T-017,2,46,2,2
T-017,2,48,2,2
T-017,2,49,2,1
T-017,2,50,2,1
T-017,2,51,2,2
T-017,2,53,2,1
T-017,2,55,2,3
T-017,3,43,2,1
T-017,3,44,2,1
T-017,3,47,2,2
T-017,3,49,2,1
T-017,4,43,2,1
T-017,4,44,2,2
T-017,4,45,2,2
T-017,4,47,2,1
T-017,4,48,2,1
T-017,4,49,2,1
T-017,4,50,2,1
T-017,4,52,2,1
T-017,4,53,2,2
T-017,5,43,2,2
T-017,5,44,2,1
T-017,5,45,2,1
T-017,5,46,2,2
T-017,5,47,2,1
T-017,5,48,2,1
T-017,5,49,2,1
T-017,5,50,2,2
T-017,5,51,2,2
T-017,5,52,2,3
T-017,5,53,2,1
T-017,5,54,2,4
T-017,5,55,2,1
