Crew_ID,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken,Location
C-070,2023-04-08,47.14,20.51,594.97,9.79,Windy,Equipment_B,1,10.04,1,2023-01-01 04:05:00,4,HT1
C-054,2023-07-12,52.58,43.24,504.86,7.83,Sunny,Equipment_D,5,18.63,0,2023-01-01 01:37:00,1,DT3
C-179,2023-07-23,31.95,20.07,556.72,1.66,Sunny,Equipment_C,5,1.91,1,2023-01-01 17:51:00,3,BT2
C-067,2023-03-07,114.45,26.43,539.22,5.21,Windy,Equipment_C,2,17.53,1,2023-01-01 08:38:00,2,BT2
C-245,2023-06-10,110.61,48.69,566.24,3.8,Sunny,Equipment_D,7,5.39,1,2023-01-01 09:44:00,3,MT1
C-180,2023-07-07,17.33,28.72,541.54,8.35,Rainy,Equipment_D,6,3.86,1,2023-01-01 16:37:00,2,MT1
C-195,2023-06-23,24.79,42.0,587.23,6.53,Windy,Equipment_D,2,10.47,0,2023-01-01 08:44:00,2,DT1
C-061,2023-04-02,80.25,19.1,589.14,5.53,Windy,Equipment_A,3,7.06,1,2023-01-01 16:33:00,4,BT2
C-227,2023-08-12,25.27,50.18,594.99,1.53,Windy,Equipment_A,8,17.5,0,2023-01-01 09:38:00,2,DT2
C-036,2023-10-06,73.42,22.84,529.9,2.46,Cloudy,Equipment_D,2,8.36,0,2023-01-01 05:00:00,4,BT1
C-033,2023-10-10,105.66,32.25,558.0,5.06,Sunny,Equipment_C,5,4.61,1,2023-01-01 14:38:00,1,DT1
C-065,2023-11-28,110.45,25.18,484.13,5.87,Rainy,Equipment_D,2,1.4,0,2023-01-01 00:59:00,4,HT1
C-121,2023-12-09,24.09,6.25,561.55,8.75,Sunny,Equipment_A,5,13.05,0,2023-01-01 09:54:00,3,DT2
C-096,2023-08-03,32.31,49.46,528.51,8.02,Windy,Equipment_C,6,7.51,0,2023-01-01 03:59:00,3,DT3
C-085,2023-04-09,28.1,31.89,559.07,9.91,Sunny,Equipment_D,9,5.9,0,2023-01-01 05:06:00,2,DT2
C-166,2023-02-16,31.29,43.13,578.46,5.99,Cloudy,Equipment_B,2,5.29,0,2023-01-01 15:59:00,1,BT2
C-029,2023-03-25,24.61,14.99,506.23,5.56,Windy,Equipment_C,8,12.01,1,2023-01-01 18:08:00,2,DT1
C-246,2023-03-16,23.64,11.95,482.87,7.67,Cloudy,Equipment_D,7,13.43,0,2023-01-01 13:09:00,4,BT1
C-166,2023-09-09,119.46,6.35,574.29,8.27,Sunny,Equipment_C,1,3.33,1,2023-01-01 00:38:00,1,BT2
C-027,2023-07-19,57.34,18.46,489.71,9.22,Sunny,Equipment_A,5,11.93,0,2023-01-01 10:39:00,3,BT2
C-239,2023-06-19,42.89,48.73,534.32,9.24,Sunny,Equipment_C,8,14.11,0,2023-01-01 17:19:00,4,DT1
C-146,2023-06-29,66.91,48.31,524.27,3.49,Rainy,Equipment_C,8,8.66,0,2023-01-01 11:13:00,4,DT3
C-024,2023-11-16,10.5,31.77,486.25,6.32,Cloudy,Equipment_D,7,17.45,1,2023-01-01 01:23:00,1,HT1
C-120,2023-10-28,60.23,39.21,480.58,5.04,Sunny,Equipment_C,3,18.95,1,2023-01-01 18:29:00,3,BT2
C-107,2023-07-11,57.41,5.6,585.02,7.9,Sunny,Equipment_B,5,11.11,0,2023-01-01 04:26:00,3,MT1
C-019,2023-10-05,20.97,49.74,493.48,1.43,Windy,Equipment_C,2,14.96,1,2023-01-01 19:01:00,4,BT1
C-166,2023-07-30,104.42,57.42,532.02,5.78,Windy,Equipment_C,8,18.87,0,2023-01-01 12:48:00,3,BT2
C-062,2023-08-25,92.96,16.61,496.89,6.04,Rainy,Equipment_B,9,11.77,1,2023-01-01 10:30:00,3,MT2
C-153,2023-09-10,85.73,43.67,515.58,6.92,Windy,Equipment_D,5,14.81,1,2023-01-01 07:19:00,1,BT2
C-061,2023-05-21,29.03,25.83,509.7,4.96,Rainy,Equipment_B,1,10.04,0,2023-01-01 09:34:00,4,BT2
C-126,2023-11-08,63.14,56.81,532.01,4.85,Cloudy,Equipment_C,6,12.62,0,2023-01-01 22:09:00,4,HT1
C-120,2023-05-28,112.52,44.63,538.15,4.46,Cloudy,Equipment_D,8,10.89,1,2023-01-01 01:59:00,4,BT2
C-093,2023-07-26,98.25,43.56,579.42,2.21,Windy,Equipment_C,5,12.63,0,2023-01-01 11:59:00,3,MT1
C-030,2023-03-27,94.28,43.51,539.08,5.74,Windy,Equipment_D,2,14.02,0,2023-01-01 10:43:00,4,DT1
C-219,2023-02-24,37.45,42.02,598.7,8.39,Cloudy,Equipment_B,6,4.45,0,2023-01-01 01:19:00,2,HT1
C-248,2023-05-04,41.88,5.79,597.45,5.51,Cloudy,Equipment_A,3,5.35,0,2023-01-01 07:35:00,4,DT2
C-064,2023-12-09,99.02,30.06,571.62,1.12,Cloudy,Equipment_A,9,12.97,0,2023-01-01 07:44:00,3,HT1
C-154,2023-06-02,82.63,37.63,556.85,8.36,Rainy,Equipment_B,7,16.76,0,2023-01-01 16:04:00,3,MT1
C-036,2023-01-22,91.37,9.58,586.41,7.78,Sunny,Equipment_B,9,1.99,0,2023-01-01 16:35:00,2,BT1
C-053,2023-10-19,67.96,29.78,538.46,3.35,Cloudy,Equipment_D,1,15.11,0,2023-01-01 14:03:00,1,BT2
C-219,2023-12-08,71.36,11.83,538.16,2.33,Rainy,Equipment_B,7,5.89,1,2023-01-01 13:21:00,3,HT1
C-065,2023-05-14,45.14,7.02,498.94,4.19,Cloudy,Equipment_B,2,16.27,1,2023-01-01 22:43:00,4,HT1
C-229,2023-07-01,23.77,55.18,530.96,9.59,Sunny,Equipment_D,9,4.18,1,2023-01-01 18:53:00,2,HT1
C-100,2023-06-17,103.24,7.07,556.95,4.33,Rainy,Equipment_D,7,3.15,0,2023-01-01 10:55:00,1,BT2
C-187,2023-12-24,10.37,47.45,543.94,6.03,Rainy,Equipment_D,1,6.95,1,2023-01-01 00:53:00,2,MT1
C-119,2023-06-05,116.75,6.68,484.72,3.38,Rainy,Equipment_B,8,6.39,0,2023-01-01 22:18:00,4,MT1
C-006,2023-10-20,93.05,59.05,504.38,2.39,Rainy,Equipment_C,6,4.65,1,2023-01-01 14:45:00,3,HT1
C-160,2023-01-14,66.23,27.52,484.9,1.01,Windy,Equipment_C,6,3.71,0,2023-01-02 00:00:00,3,HT1
C-020,2023-12-30,112.59,51.94,509.52,3.12,Windy,Equipment_C,8,19.96,0,2023-01-01 17:28:00,1,DT1
C-079,2023-01-06,56.54,52.1,539.7,1.5,Cloudy,Equipment_C,7,10.2,1,2023-01-01 15:37:00,4,MT1
C-125,2023-07-17,13.12,15.9,536.31,8.28,Windy,Equipment_A,5,11.78,1,2023-01-01 10:36:00,4,BT2
C-026,2023-08-12,11.91,9.76,558.52,3.38,Windy,Equipment_D,6,17.32,0,2023-01-01 04:04:00,1,MT2
C-044,2023-12-20,66.84,47.37,541.39,7.36,Windy,Equipment_A,7,2.47,1,2023-01-01 03:51:00,4,HT1
C-241,2023-03-31,84.99,46.28,481.94,9.19,Windy,Equipment_D,1,6.46,1,2023-01-01 02:55:00,2,MT2
C-110,2023-12-31,79.58,32.24,580.96,3.67,Windy,Equipment_A,9,5.71,1,2023-01-01 03:44:00,4,MT1
C-239,2023-03-30,18.73,59.4,483.99,6.93,Windy,Equipment_C,6,7.48,1,2023-01-01 07:09:00,1,DT1
C-189,2023-06-11,65.5,55.87,588.49,3.04,Rainy,Equipment_B,9,6.91,1,2023-01-01 13:43:00,1,DT2
C-050,2023-06-27,58.88,31.02,508.94,1.56,Windy,Equipment_C,5,16.11,1,2023-01-01 07:52:00,1,BT2
C-134,2023-04-17,62.48,39.66,589.83,6.14,Rainy,Equipment_D,1,11.61,1,2023-01-01 17:41:00,2,BT2
C-018,2023-03-27,40.12,31.99,551.95,7.39,Windy,Equipment_A,1,9.75,0,2023-01-01 04:11:00,1,DT1
C-081,2023-11-02,78.7,7.89,554.24,1.84,Sunny,Equipment_B,9,9.76,0,2023-01-01 00:30:00,1,DT2
C-129,2023-11-06,93.12,10.1,590.29,8.73,Rainy,Equipment_D,2,8.15,1,2023-01-01 16:46:00,2,DT1
C-011,2023-04-23,62.16,31.56,491.5,7.81,Cloudy,Equipment_C,3,11.68,1,2023-01-01 03:54:00,4,MT2
C-179,2023-05-21,115.34,21.07,577.81,5.43,Windy,Equipment_D,1,3.31,0,2023-01-01 07:09:00,4,BT2
C-041,2023-08-01,68.66,51.0,579.21,6.86,Cloudy,Equipment_D,8,8.12,0,2023-01-01 06:42:00,2,BT2
C-116,2023-12-04,71.08,26.51,526.19,6.72,Cloudy,Equipment_D,1,8.1,0,2023-01-01 10:17:00,2,BT2
C-071,2023-04-21,113.52,33.1,510.51,4.85,Sunny,Equipment_A,5,19.72,1,2023-01-01 21:32:00,4,HT1
C-019,2023-05-18,85.82,59.62,504.03,5.96,Windy,Equipment_C,8,8.37,1,2023-01-01 15:59:00,2,BT1
C-134,2023-10-27,36.23,46.77,543.47,8.55,Cloudy,Equipment_C,3,14.11,1,2023-01-01 20:52:00,3,BT2
C-002,2023-03-04,108.76,49.19,520.43,8.57,Sunny,Equipment_D,9,12.65,1,2023-01-01 16:05:00,4,BT1
C-018,2023-01-26,22.45,12.24,567.16,4.13,Cloudy,Equipment_C,8,18.11,0,2023-01-01 07:57:00,1,DT1
C-215,2023-08-19,10.64,36.33,576.47,8.84,Rainy,Equipment_A,9,9.99,1,2023-01-01 08:42:00,3,HT1
C-145,2023-07-09,61.38,41.83,535.63,2.39,Windy,Equipment_B,3,4.96,0,2023-01-01 02:43:00,3,DT1
C-043,2023-07-17,69.38,30.12,482.73,3.13,Cloudy,Equipment_B,4,12.13,1,2023-01-01 12:36:00,1,MT1
C-023,2023-06-24,98.48,38.38,491.79,1.28,Sunny,Equipment_A,3,3.94,1,2023-01-01 15:46:00,2,BT1
C-207,2023-02-21,107.15,15.85,584.99,5.17,Rainy,Equipment_B,2,18.97,0,2023-01-01 09:27:00,3,HT1
C-027,2023-02-20,60.75,26.4,577.96,6.73,Rainy,Equipment_A,8,7.25,0,2023-01-01 22:58:00,3,BT2
C-120,2023-05-30,27.75,21.59,561.36,1.75,Cloudy,Equipment_A,7,6.14,1,2023-01-01 11:21:00,1,BT2
C-026,2023-11-13,24.22,58.34,538.05,9.09,Rainy,Equipment_C,6,6.67,0,2023-01-01 13:24:00,3,MT2
C-031,2023-11-08,83.68,20.83,547.75,5.44,Cloudy,Equipment_B,3,19.47,1,2023-01-01 01:06:00,1,MT2
C-082,2023-07-23,29.83,56.69,536.13,5.88,Rainy,Equipment_B,5,1.05,1,2023-01-01 07:47:00,3,DT1
C-225,2023-04-21,39.18,16.9,547.28,8.88,Windy,Equipment_B,4,13.88,1,2023-01-01 02:49:00,1,BT2
C-128,2023-09-14,61.03,45.84,533.47,5.23,Sunny,Equipment_A,6,8.6,1,2023-01-01 06:05:00,1,DT3
C-106,2023-08-17,98.55,41.91,575.7,3.39,Rainy,Equipment_A,2,13.28,1,2023-01-01 14:39:00,4,DT1
C-234,2023-09-10,54.93,7.51,568.34,5.96,Rainy,Equipment_D,3,9.0,1,2023-01-01 21:41:00,1,MT2
C-112,2023-12-06,56.58,53.54,571.23,4.51,Cloudy,Equipment_D,7,18.11,0,2023-01-01 09:28:00,3,DT3
C-052,2023-06-18,118.37,36.29,583.3,8.43,Rainy,Equipment_D,2,16.35,1,2023-01-01 03:49:00,4,DT1
C-186,2023-10-17,69.17,56.49,588.92,3.46,Windy,Equipment_C,1,12.62,0,2023-01-01 19:29:00,4,BT2
C-069,2023-10-11,85.73,52.41,488.83,2.99,Cloudy,Equipment_D,2,19.49,1,2023-01-01 05:58:00,4,HT1
C-165,2023-04-04,29.59,6.12,540.23,8.29,Sunny,Equipment_D,1,19.87,0,2023-01-01 22:05:00,2,HT1
C-053,2023-04-24,108.69,30.76,556.8,6.55,Cloudy,Equipment_D,8,7.73,1,2023-01-01 00:30:00,3,BT2
C-134,2023-04-05,96.26,49.09,589.46,7.74,Rainy,Equipment_D,3,6.91,1,2023-01-01 20:15:00,3,BT2
C-118,2023-12-12,86.86,31.91,599.46,6.85,Windy,Equipment_D,2,4.34,1,2023-01-01 04:17:00,3,BT2
C-158,2023-01-16,52.17,38.93,488.53,8.56,Rainy,Equipment_C,1,3.77,0,2023-01-01 17:53:00,2,DT1
C-206,2023-04-18,97.9,7.42,544.14,1.97,Cloudy,Equipment_A,2,11.39,0,2023-01-01 14:41:00,1,BT2
C-068,2023-10-21,39.65,59.96,525.26,3.15,Rainy,Equipment_A,4,4.07,0,2023-01-01 10:52:00,1,DT2
C-081,2023-02-04,117.1,44.62,589.03,2.13,Rainy,Equipment_A,5,6.26,1,2023-01-01 05:55:00,2,DT2
C-058,2023-07-26,95.19,20.75,524.27,8.59,Windy,Equipment_C,8,5.98,1,2023-01-01 04:51:00,4,DT3
C-170,2023-05-05,20.74,33.56,518.11,6.81,Rainy,Equipment_C,8,14.87,0,2023-01-01 19:53:00,2,HT1
C-250,2023-11-17,110.85,24.94,542.64,6.89,Rainy,Equipment_B,2,8.32,1,2023-01-01 23:36:00,3,BT2
C-190,2023-05-05,102.07,20.17,533.08,8.62,Sunny,Equipment_D,2,16.63,0,2023-01-01 02:57:00,1,MT1
C-086,2023-08-19,62.97,27.17,546.78,5.86,Sunny,Equipment_C,7,18.27,1,2023-01-01 22:43:00,2,MT2
C-098,2023-01-30,113.51,11.53,584.99,9.4,Rainy,Equipment_C,7,15.63,0,2023-01-01 14:03:00,2,MT1
C-003,2023-06-19,18.43,39.03,532.81,2.99,Cloudy,Equipment_D,6,1.61,1,2023-01-01 18:46:00,2,BT1
C-050,2023-04-15,55.53,17.17,568.25,7.79,Windy,Equipment_B,7,3.7,0,2023-01-01 20:21:00,2,BT2
C-216,2023-02-10,66.91,48.04,520.76,6.85,Sunny,Equipment_D,8,2.63,0,2023-01-01 13:22:00,2,HT1
C-131,2023-09-23,55.74,21.26,549.07,5.73,Cloudy,Equipment_C,9,19.06,1,2023-01-01 13:00:00,2,MT1
C-066,2023-09-15,25.34,53.67,487.48,1.9,Windy,Equipment_C,7,14.48,0,2023-01-01 15:40:00,3,MT2
C-008,2023-07-05,97.27,51.14,542.42,4.8,Windy,Equipment_D,4,8.05,1,2023-01-01 14:38:00,3,MT1
C-188,2023-12-03,16.16,47.94,519.44,4.78,Cloudy,Equipment_C,5,5.28,0,2023-01-01 15:28:00,4,BT2
C-249,2023-06-27,34.24,53.54,499.57,5.17,Sunny,Equipment_A,4,11.01,0,2023-01-01 14:40:00,3,BT2
C-104,2023-08-02,27.39,25.04,547.13,8.45,Sunny,Equipment_B,1,10.23,1,2023-01-01 09:47:00,4,MT2
C-007,2023-09-01,63.68,13.27,515.07,6.84,Windy,Equipment_B,3,12.88,1,2023-01-01 19:03:00,4,DT1
C-205,2023-07-02,10.25,55.6,578.27,1.93,Sunny,Equipment_C,1,5.32,0,2023-01-01 18:09:00,1,HT1
C-163,2023-05-19,80.26,26.63,489.14,6.17,Cloudy,Equipment_A,1,19.79,1,2023-01-01 05:39:00,2,BT1
C-113,2023-06-15,68.36,36.03,511.26,1.26,Sunny,Equipment_B,6,9.79,0,2023-01-01 03:39:00,2,HT1
C-096,2023-11-15,42.83,32.3,513.03,9.36,Cloudy,Equipment_A,4,16.39,1,2023-01-01 01:20:00,3,DT3
C-237,2023-10-28,35.2,10.49,510.43,2.78,Windy,Equipment_D,8,3.02,1,2023-01-01 06:21:00,2,DT3
C-062,2023-10-15,49.78,31.19,512.98,5.08,Rainy,Equipment_D,8,17.63,0,2023-01-01 20:33:00,3,MT2
C-006,2023-09-09,39.36,55.83,497.28,8.67,Sunny,Equipment_A,3,7.72,1,2023-01-01 06:40:00,4,HT1
C-160,2023-03-27,113.65,11.94,577.47,1.2,Cloudy,Equipment_D,5,5.51,0,2023-01-01 23:46:00,1,HT1
C-179,2023-10-11,113.49,29.45,571.71,3.73,Cloudy,Equipment_A,2,10.42,0,2023-01-01 10:29:00,3,BT2
C-005,2023-06-22,73.37,54.82,554.03,6.8,Rainy,Equipment_B,3,18.87,1,2023-01-01 11:43:00,4,HT1
C-111,2023-04-12,60.86,36.69,586.66,6.36,Cloudy,Equipment_C,9,5.13,0,2023-01-01 20:24:00,2,BT1
C-070,2023-11-28,116.87,32.47,556.3,8.26,Cloudy,Equipment_D,4,19.28,0,2023-01-01 21:15:00,2,HT1
C-240,2023-03-14,74.68,18.07,583.17,1.66,Sunny,Equipment_C,1,4.63,1,2023-01-01 05:32:00,1,DT2
C-201,2023-12-12,75.98,31.73,525.75,8.43,Rainy,Equipment_A,5,19.03,1,2023-01-01 07:29:00,1,BT2
C-187,2023-10-24,105.03,58.95,504.27,9.8,Rainy,Equipment_A,4,9.08,1,2023-01-01 17:16:00,3,MT1
C-136,2023-02-14,26.92,15.27,524.92,9.77,Sunny,Equipment_A,6,4.88,0,2023-01-01 01:30:00,1,DT1
C-189,2023-01-07,35.12,11.14,490.14,2.88,Cloudy,Equipment_B,2,5.6,1,2023-01-01 01:14:00,4,DT2
C-229,2023-10-31,64.14,30.72,512.77,8.79,Windy,Equipment_C,5,18.1,1,2023-01-01 03:45:00,3,HT1
C-060,2023-03-27,103.8,28.37,551.52,7.15,Windy,Equipment_C,7,19.63,0,2023-01-01 20:39:00,3,BT2
C-224,2023-01-15,39.89,47.07,582.55,8.48,Cloudy,Equipment_C,2,18.7,1,2023-01-01 04:05:00,1,DT1
C-138,2023-12-06,50.32,10.91,584.2,2.83,Sunny,Equipment_B,8,16.16,0,2023-01-01 01:41:00,1,DT1
C-186,2023-09-21,84.63,59.57,564.3,7.05,Sunny,Equipment_D,8,5.48,1,2023-01-01 22:51:00,2,BT2
C-185,2023-06-20,41.74,23.95,578.72,2.24,Cloudy,Equipment_D,1,12.64,1,2023-01-01 02:48:00,1,MT2
C-020,2023-09-26,60.01,21.18,525.02,9.2,Rainy,Equipment_D,1,18.5,0,2023-01-01 07:28:00,1,DT1
C-184,2023-06-24,83.33,36.79,497.12,7.96,Cloudy,Equipment_A,9,9.29,0,2023-01-01 06:50:00,4,HT1
C-114,2023-06-05,49.5,46.28,555.76,7.08,Cloudy,Equipment_C,7,7.2,0,2023-01-01 04:04:00,3,DT2
C-150,2023-08-08,22.32,26.31,542.19,1.11,Cloudy,Equipment_D,6,18.35,1,2023-01-01 00:25:00,4,MT2
C-027,2023-03-18,117.75,27.67,579.37,6.66,Sunny,Equipment_C,9,7.54,1,2023-01-01 16:30:00,4,BT2
C-092,2023-09-24,110.89,59.7,549.38,1.75,Cloudy,Equipment_C,6,4.2,1,2023-01-01 22:18:00,4,DT3
C-237,2023-10-02,24.03,40.57,573.53,1.97,Sunny,Equipment_C,6,12.4,0,2023-01-01 06:55:00,4,DT3
C-231,2023-10-22,115.7,13.17,530.1,2.76,Windy,Equipment_C,5,14.89,1,2023-01-01 20:57:00,4,BT1
C-031,2023-08-26,19.84,21.81,590.36,3.31,Cloudy,Equipment_B,4,17.6,1,2023-01-01 09:21:00,3,MT2
C-086,2023-08-11,95.62,24.19,519.12,3.14,Windy,Equipment_A,4,9.51,1,2023-01-01 09:21:00,1,MT2
C-039,2023-12-30,93.27,10.63,534.65,9.29,Rainy,Equipment_C,4,1.27,1,2023-01-01 17:26:00,1,DT3
C-050,2023-04-25,46.23,40.55,580.31,9.22,Sunny,Equipment_B,4,6.35,1,2023-01-01 14:23:00,4,BT2
C-163,2023-07-03,39.74,55.31,577.89,1.05,Cloudy,Equipment_A,8,1.17,1,2023-01-01 21:42:00,3,BT1
C-054,2023-03-15,36.69,32.87,592.33,1.26,Sunny,Equipment_B,9,18.31,0,2023-01-01 12:16:00,3,DT3
C-047,2023-12-17,24.98,12.68,553.83,3.13,Windy,Equipment_C,4,2.9,0,2023-01-01 03:10:00,2,DT2
C-166,2023-07-27,55.76,30.4,514.2,9.46,Windy,Equipment_C,2,17.11,1,2023-01-01 18:43:00,4,BT2
C-095,2023-09-27,32.35,23.38,531.86,7.45,Cloudy,Equipment_B,6,4.15,1,2023-01-01 08:53:00,1,DT1
C-014,2023-11-26,115.92,40.73,549.98,2.7,Sunny,Equipment_C,1,16.65,1,2023-01-01 15:45:00,3,DT3
C-167,2023-11-23,58.16,50.66,592.45,9.89,Windy,Equipment_D,4,10.81,0,2023-01-01 03:15:00,1,DT3
C-205,2023-11-21,105.59,40.96,537.72,8.6,Sunny,Equipment_C,7,11.46,0,2023-01-01 06:14:00,2,HT1
C-081,2023-01-11,84.85,24.83,566.06,3.52,Rainy,Equipment_D,3,16.09,1,2023-01-01 21:36:00,3,DT2
C-079,2023-02-07,119.93,19.14,498.97,5.95,Sunny,Equipment_B,2,3.21,1,2023-01-01 00:15:00,4,MT1
C-099,2023-07-04,17.51,5.71,533.43,9.79,Windy,Equipment_B,8,7.76,0,2023-01-01 04:02:00,3,BT2
C-034,2023-01-27,112.83,15.49,514.44,9.3,Rainy,Equipment_B,9,6.49,1,2023-01-01 00:06:00,3,HT1
C-198,2023-08-22,25.29,24.64,503.71,8.64,Windy,Equipment_D,2,8.13,0,2023-01-01 20:38:00,2,BT2
C-244,2023-11-17,116.62,53.7,535.39,9.66,Sunny,Equipment_C,4,16.52,1,2023-01-01 02:54:00,1,DT1
C-041,2023-05-08,37.07,7.26,564.12,1.67,Sunny,Equipment_A,4,1.56,1,2023-01-01 07:03:00,4,BT2
C-055,2023-07-24,28.08,22.6,598.99,6.03,Rainy,Equipment_C,2,3.22,0,2023-01-01 05:51:00,3,HT1
C-235,2023-08-10,36.88,34.76,583.26,8.16,Rainy,Equipment_B,6,7.94,1,2023-01-01 21:16:00,4,BT2
C-029,2023-05-17,114.35,42.27,575.49,6.85,Sunny,Equipment_A,1,6.96,0,2023-01-01 13:25:00,4,DT1
C-214,2023-12-06,46.24,40.55,580.76,3.35,Rainy,Equipment_A,7,11.26,1,2023-01-01 09:46:00,3,BT2
C-100,2023-12-21,86.84,15.09,573.51,9.74,Rainy,Equipment_D,3,1.36,0,2023-01-01 09:33:00,2,BT2
C-075,2023-05-02,69.55,46.18,507.43,1.9,Rainy,Equipment_C,9,11.74,0,2023-01-01 11:06:00,3,DT3
C-130,2023-10-26,24.65,31.84,587.51,6.79,Rainy,Equipment_C,8,4.37,1,2023-01-01 06:32:00,1,MT1
C-245,2023-11-23,71.08,54.14,554.99,7.1,Sunny,Equipment_C,3,2.57,0,2023-01-01 16:04:00,4,MT1
C-039,2023-05-19,66.43,49.95,521.69,7.86,Sunny,Equipment_C,6,7.07,0,2023-01-01 06:17:00,3,DT3
C-213,2023-04-19,12.82,42.29,592.53,1.51,Rainy,Equipment_D,7,18.63,1,2023-01-01 07:45:00,4,DT1
C-196,2023-01-18,68.48,12.08,524.91,3.52,Rainy,Equipment_C,4,17.65,1,2023-01-01 05:40:00,3,HT1
C-030,2023-01-23,61.1,41.32,533.06,4.74,Cloudy,Equipment_B,3,2.33,1,2023-01-01 02:34:00,2,DT1
C-003,2023-09-16,80.92,5.88,589.14,6.94,Sunny,Equipment_A,2,9.06,0,2023-01-01 07:07:00,4,BT1
C-039,2023-10-17,61.98,5.98,597.0,9.66,Rainy,Equipment_D,1,15.78,1,2023-01-01 02:30:00,4,DT3
C-066,2023-04-15,118.73,24.42,480.98,7.44,Cloudy,Equipment_B,5,9.66,0,2023-01-01 00:46:00,3,MT2
C-091,2023-01-30,22.32,21.57,547.76,1.13,Cloudy,Equipment_A,3,15.9,1,2023-01-01 06:59:00,3,HT1
C-168,2023-08-02,51.14,42.37,587.49,4.27,Cloudy,Equipment_B,5,12.22,0,2023-01-01 14:41:00,1,MT2
C-206,2023-06-06,37.35,37.19,510.29,7.66,Cloudy,Equipment_A,3,1.86,0,2023-01-01 06:09:00,2,BT2
C-192,2023-09-17,39.32,54.82,578.12,3.55,Sunny,Equipment_A,2,3.19,0,2023-01-01 00:49:00,4,BT2
C-167,2023-02-21,44.41,47.26,593.93,2.18,Rainy,Equipment_B,7,8.77,1,2023-01-01 03:17:00,3,DT3
C-168,2023-03-31,32.4,7.89,489.61,2.52,Cloudy,Equipment_B,3,17.85,0,2023-01-01 07:35:00,3,MT2
C-141,2023-02-15,27.7,35.15,515.28,4.93,Windy,Equipment_A,6,13.89,0,2023-01-01 15:41:00,3,MT2
C-241,2023-12-11,35.57,40.14,568.89,4.64,Windy,Equipment_B,3,2.82,1,2023-01-01 00:39:00,2,MT2
C-136,2023-04-12,61.73,42.41,565.59,7.4,Rainy,Equipment_A,5,3.22,0,2023-01-01 07:08:00,3,DT1
C-236,2023-10-21,107.4,51.57,568.54,5.44,Cloudy,Equipment_D,2,10.05,0,2023-01-01 00:34:00,2,DT2
C-144,2023-05-23,32.95,22.61,568.15,9.67,Sunny,Equipment_B,9,13.48,0,2023-01-01 10:40:00,1,DT2
C-003,2023-11-03,39.51,20.65,560.06,7.53,Sunny,Equipment_B,4,1.01,1,2023-01-01 02:38:00,2,BT1
C-137,2023-01-01,82.46,7.85,540.77,8.13,Windy,Equipment_B,9,2.52,0,2023-01-01 07:51:00,2,DT3
C-249,2023-08-27,15.09,53.43,524.81,6.14,Sunny,Equipment_C,7,6.23,0,2023-01-01 08:19:00,1,BT2
C-234,2023-03-15,25.93,32.27,591.16,2.82,Rainy,Equipment_C,6,11.37,0,2023-01-01 22:53:00,4,MT2
C-132,2023-08-25,53.46,32.06,524.79,3.01,Windy,Equipment_A,2,16.15,1,2023-01-01 06:53:00,4,DT2
C-056,2023-10-25,61.92,22.84,519.86,4.21,Cloudy,Equipment_D,7,4.73,0,2023-01-01 12:39:00,3,DT1
C-244,2023-08-15,23.19,47.57,523.24,4.91,Windy,Equipment_C,7,8.66,0,2023-01-01 16:16:00,3,DT1
C-221,2023-10-17,79.89,29.51,566.01,3.58,Windy,Equipment_A,2,3.35,0,2023-01-01 00:25:00,3,MT1
C-197,2023-02-24,118.36,37.16,515.11,1.75,Sunny,Equipment_D,8,7.42,0,2023-01-01 15:28:00,1,DT2
C-026,2023-01-07,82.3,50.41,584.88,6.33,Rainy,Equipment_A,6,12.68,0,2023-01-01 07:12:00,3,MT2
C-153,2023-07-03,83.72,48.54,540.51,2.39,Windy,Equipment_D,5,10.22,0,2023-01-01 10:29:00,1,BT2
C-234,2023-08-16,62.48,15.13,593.13,2.63,Windy,Equipment_B,6,10.16,1,2023-01-01 10:07:00,4,MT2
C-031,2023-03-01,50.6,34.03,586.33,9.1,Cloudy,Equipment_A,7,4.64,1,2023-01-01 21:55:00,1,MT2
C-084,2023-10-25,13.07,48.29,552.6,9.63,Windy,Equipment_B,2,12.09,0,2023-01-01 22:08:00,2,DT3
C-031,2023-10-04,12.25,58.89,559.54,8.55,Cloudy,Equipment_C,8,10.93,1,2023-01-01 00:48:00,2,MT2
C-189,2023-11-26,51.39,25.98,492.5,2.38,Sunny,Equipment_D,6,13.48,0,2023-01-01 23:51:00,4,DT2
C-033,2023-04-04,95.37,8.91,542.46,7.7,Rainy,Equipment_D,3,2.52,1,2023-01-01 02:49:00,1,DT1
C-216,2023-01-09,87.43,14.04,582.59,3.76,Sunny,Equipment_B,9,2.58,0,2023-01-01 03:51:00,2,HT1
C-165,2023-01-10,54.06,40.74,562.04,7.28,Windy,Equipment_C,4,11.93,1,2023-01-01 11:46:00,1,HT1
C-217,2023-06-25,88.63,16.72,599.59,1.14,Windy,Equipment_B,8,9.5,1,2023-01-01 07:40:00,3,BT2
C-005,2023-07-13,51.34,41.53,527.71,2.8,Cloudy,Equipment_D,5,15.17,1,2023-01-01 14:48:00,1,HT1
