crew_id,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken,Location
C-081,2023-09-21,30.49,14.66,536.42,8.21,Windy,Equipment_C,6,7.65,0,2023-01-01 17:42:00,4,BT2
C-037,2023-12-25,63.12,47.64,503.97,3.71,Windy,Equipment_A,3,9.82,1,2023-01-01 00:34:00,2,DT2
C-069,2023-04-13,90.6,31.35,571.67,8.19,Rainy,Equipment_C,8,19.42,0,2023-01-01 20:41:00,1,MT1
C-033,2023-05-04,44.69,38.36,534.87,8.64,Sunny,Equipment_A,5,4.62,0,2023-01-01 20:29:00,4,DT2
C-107,2023-05-19,112.99,54.15,486.65,1.7,Rainy,Equipment_C,8,19.67,0,2023-01-01 23:00:00,1,BT2
C-074,2023-12-22,39.47,39.18,495.54,3.63,Rainy,Equipment_B,9,4.14,1,2023-01-01 19:45:00,4,BT1
C-015,2023-10-24,95.82,48.51,570.49,7.71,Rainy,Equipment_C,4,9.53,0,2023-01-01 21:31:00,3,DT2
C-127,2023-06-01,11.78,29.05,511.6,5.34,Sunny,Equipment_D,8,4.66,1,2023-01-01 06:36:00,4,MT2
C-127,2023-01-06,105.49,41.86,517.75,3.05,Sunny,Equipment_B,5,13.26,1,2023-01-01 04:25:00,4,MT2
C-055,2023-06-29,17.02,52.35,585.65,9.84,Cloudy,Equipment_D,2,11.03,1,2023-01-01 22:20:00,1,BT1
C-040,2023-06-18,70.01,35.74,595.53,4.54,Rainy,Equipment_D,7,14.04,0,2023-01-01 08:06:00,2,DT2
C-020,2023-10-12,25.64,16.97,524.69,1.37,Windy,Equipment_B,2,18.94,1,2023-01-01 20:48:00,3,HT1
C-050,2023-08-03,52.1,27.78,594.74,8.79,Cloudy,Equipment_D,6,19.09,0,2023-01-01 21:30:00,2,MT2
C-172,2023-04-02,83.04,41.23,544.26,9.06,Windy,Equipment_D,4,5.34,0,2023-01-01 00:40:00,4,BT2
C-053,2023-12-01,70.69,24.37,560.05,7.08,Sunny,Equipment_A,4,18.5,0,2023-01-01 17:17:00,4,DT3
C-014,2023-04-02,63.82,30.72,545.07,7.48,Sunny,Equipment_D,7,11.64,0,2023-01-01 01:25:00,3,MT1
C-063,2023-04-12,60.54,22.49,494.92,7.12,Cloudy,Equipment_B,1,19.16,1,2023-01-01 19:03:00,4,MT2
C-100,2023-02-26,93.62,28.15,484.32,5.87,Windy,Equipment_C,3,17.85,1,2023-01-01 16:46:00,1,MT1
C-044,2023-12-17,25.17,59.39,516.47,7.29,Cloudy,Equipment_A,1,13.17,1,2023-01-01 11:34:00,4,MT2
C-106,2023-09-12,114.82,34.91,525.2,3.25,Sunny,Equipment_C,8,2.8,0,2023-01-01 02:34:00,2,BT2
C-229,2023-07-14,91.9,8.66,503.42,3.62,Sunny,Equipment_A,3,12.21,0,2023-01-01 13:20:00,3,BT1
C-024,2023-06-18,29.22,14.86,497.97,1.65,Rainy,Equipment_B,8,4.68,1,2023-01-01 22:30:00,3,MT1
C-023,2023-05-06,15.26,25.43,516.07,3.61,Windy,Equipment_B,4,17.71,1,2023-01-01 07:32:00,1,MT2
C-055,2023-11-28,23.29,9.56,524.46,6.03,Rainy,Equipment_C,2,18.49,0,2023-01-01 23:47:00,4,BT1
C-077,2023-01-01,85.23,37.48,584.42,2.55,Rainy,Equipment_C,9,9.69,0,2023-01-01 18:21:00,2,BT1
C-077,2023-01-09,90.12,42.67,587.58,7.83,Cloudy,Equipment_C,4,7.14,1,2023-01-01 07:59:00,4,BT1
C-082,2023-01-21,111.42,11.79,518.59,3.54,Sunny,Equipment_A,9,6.35,1,2023-01-01 10:34:00,3,DT3
C-238,2023-03-23,109.37,49.95,520.91,7.3,Windy,Equipment_C,6,7.0,0,2023-01-01 21:07:00,3,BT1
C-141,2023-07-31,45.65,13.7,573.09,4.03,Sunny,Equipment_A,8,9.34,1,2023-01-01 11:43:00,4,MT2
C-127,2023-11-12,18.93,26.37,494.92,7.2,Rainy,Equipment_D,7,16.26,1,2023-01-01 21:19:00,3,MT2
C-037,2023-01-29,93.59,58.8,492.67,9.94,Windy,Equipment_B,5,10.12,1,2023-01-01 09:45:00,4,DT2
C-190,2023-12-15,33.04,48.26,597.95,4.31,Sunny,Equipment_B,4,13.36,0,2023-01-01 08:51:00,4,DT1
C-131,2023-05-16,48.04,32.65,487.26,2.03,Sunny,Equipment_D,9,17.36,0,2023-01-01 06:53:00,2,DT3
C-041,2023-07-12,112.72,34.37,511.94,4.06,Cloudy,Equipment_D,1,10.98,0,2023-01-01 04:33:00,2,DT1
C-154,2023-12-15,59.76,49.51,569.77,9.67,Cloudy,Equipment_D,1,10.28,0,2023-01-01 03:24:00,4,HT1
C-162,2023-08-30,112.23,35.2,518.3,5.67,Windy,Equipment_D,1,1.37,0,2023-01-01 23:01:00,3,HT1
C-130,2023-05-06,91.62,47.92,512.6,5.59,Windy,Equipment_D,5,1.13,0,2023-01-01 00:32:00,2,BT1
C-223,2023-05-18,89.6,18.49,593.08,7.72,Cloudy,Equipment_B,5,19.33,1,2023-01-01 05:50:00,2,MT2
C-136,2023-09-14,17.11,20.29,593.28,7.87,Cloudy,Equipment_C,4,9.75,1,2023-01-01 14:25:00,1,MT1
C-142,2023-02-26,42.06,28.87,580.06,4.65,Cloudy,Equipment_D,5,3.72,0,2023-01-01 15:16:00,1,DT2
C-062,2023-07-16,116.82,27.39,523.93,3.1,Rainy,Equipment_D,8,14.28,0,2023-01-01 21:11:00,4,MT1
C-156,2023-02-26,53.01,23.8,519.21,2.97,Cloudy,Equipment_C,3,18.16,0,2023-01-01 02:00:00,2,DT3
C-090,2023-07-19,74.25,50.9,496.37,8.1,Cloudy,Equipment_C,1,3.69,0,2023-01-01 23:24:00,3,MT2
C-182,2023-03-12,101.88,30.58,538.53,2.21,Windy,Equipment_B,6,12.67,1,2023-01-01 06:18:00,4,MT1
C-209,2023-01-25,63.57,51.44,500.28,8.65,Windy,Equipment_D,9,9.5,1,2023-01-01 15:42:00,2,MT2
C-179,2023-01-02,64.17,31.24,507.78,6.38,Cloudy,Equipment_C,3,11.69,1,2023-01-01 12:13:00,3,BT2
C-139,2023-12-04,47.9,49.98,592.27,5.76,Windy,Equipment_C,9,16.58,0,2023-01-01 18:34:00,1,HT1
C-221,2023-07-06,89.03,32.67,531.25,4.9,Rainy,Equipment_D,3,6.75,0,2023-01-01 00:49:00,1,BT2
C-164,2023-11-28,11.14,47.24,498.49,7.82,Sunny,Equipment_C,2,14.43,0,2023-01-01 03:36:00,1,DT1
C-131,2023-08-19,13.61,5.8,496.64,5.32,Sunny,Equipment_D,1,13.44,1,2023-01-01 01:30:00,2,DT3
C-198,2023-09-19,75.17,42.19,524.33,5.75,Cloudy,Equipment_C,3,3.91,1,2023-01-01 07:06:00,1,BT1
C-112,2023-09-21,34.69,42.16,588.82,3.41,Cloudy,Equipment_B,1,16.59,1,2023-01-01 03:46:00,1,HT1
C-008,2023-02-27,35.1,11.52,487.41,3.6,Windy,Equipment_B,6,9.39,1,2023-01-01 06:54:00,2,DT1
C-073,2023-08-11,73.6,53.75,527.19,2.4,Rainy,Equipment_B,3,3.15,0,2023-01-01 00:11:00,3,MT1
C-161,2023-09-05,77.36,30.66,482.03,2.78,Sunny,Equipment_C,3,5.63,0,2023-01-01 20:14:00,4,DT2
C-208,2023-09-18,110.33,58.09,527.9,3.32,Cloudy,Equipment_A,1,17.66,0,2023-01-01 23:19:00,2,MT1
C-177,2023-02-07,29.26,28.95,570.41,2.42,Windy,Equipment_D,8,5.64,1,2023-01-01 19:41:00,1,MT1
C-112,2023-03-25,11.33,27.07,574.0,6.51,Rainy,Equipment_D,2,2.04,0,2023-01-01 09:12:00,2,HT1
C-250,2023-11-27,33.21,48.41,510.84,7.44,Sunny,Equipment_A,1,14.93,1,2023-01-01 02:14:00,2,DT2
C-028,2023-02-25,116.13,37.49,490.49,2.94,Rainy,Equipment_C,2,12.97,1,2023-01-01 00:44:00,2,MT2
C-163,2023-02-09,67.85,54.29,491.83,7.62,Windy,Equipment_C,7,11.36,1,2023-01-01 09:35:00,2,MT2
C-028,2023-07-11,10.5,44.21,554.18,9.52,Windy,Equipment_A,3,15.19,0,2023-01-01 02:30:00,1,MT2
C-198,2023-07-07,38.09,49.45,542.74,6.99,Rainy,Equipment_D,5,12.69,0,2023-01-01 17:41:00,2,BT1
C-116,2023-05-09,80.53,35.28,506.43,4.16,Sunny,Equipment_C,6,14.44,0,2023-01-01 04:57:00,4,DT3
C-205,2023-12-01,34.68,43.1,529.16,6.47,Rainy,Equipment_B,9,7.91,1,2023-01-01 00:11:00,2,MT1
C-102,2023-02-05,98.21,38.2,537.35,5.55,Cloudy,Equipment_C,4,9.7,0,2023-01-01 05:22:00,3,BT2
C-093,2023-12-24,82.08,29.55,573.36,2.49,Windy,Equipment_D,3,4.54,0,2023-01-01 01:08:00,4,MT1
C-104,2023-03-23,67.89,53.39,503.73,9.32,Sunny,Equipment_B,2,7.71,0,2023-01-01 16:42:00,2,BT1
C-087,2023-07-24,26.27,23.78,545.4,8.69,Sunny,Equipment_D,4,11.8,0,2023-01-01 16:48:00,3,DT3
C-124,2023-06-19,105.06,13.15,518.09,8.99,Rainy,Equipment_A,7,18.61,0,2023-01-01 00:24:00,4,MT1
C-043,2023-09-14,105.57,13.38,524.51,3.15,Sunny,Equipment_D,4,10.6,1,2023-01-01 11:16:00,4,DT3
C-090,2023-10-30,49.55,40.65,488.37,4.55,Windy,Equipment_B,7,3.28,1,2023-01-01 16:06:00,1,MT2
C-230,2023-07-12,33.34,20.95,584.25,6.02,Windy,Equipment_D,4,15.51,1,2023-01-01 02:51:00,1,DT3
C-216,2023-07-05,88.95,34.52,584.05,3.2,Cloudy,Equipment_D,3,18.58,0,2023-01-01 17:58:00,4,HT1
C-161,2023-05-06,91.5,54.76,519.65,8.62,Rainy,Equipment_A,7,1.08,0,2023-01-01 08:41:00,4,DT2
C-064,2023-05-31,22.02,7.03,529.77,1.6,Cloudy,Equipment_B,6,10.78,0,2023-01-01 23:29:00,4,BT2
C-017,2023-09-24,52.01,20.38,488.17,8.06,Cloudy,Equipment_A,1,13.47,0,2023-01-01 18:14:00,4,BT2
C-187,2023-02-11,117.25,44.5,572.8,3.28,Windy,Equipment_D,6,18.51,0,2023-01-01 02:26:00,2,HT1
C-219,2023-08-07,85.03,36.72,523.89,9.73,Windy,Equipment_A,3,2.1,0,2023-01-01 18:40:00,1,DT1
C-111,2023-07-21,53.97,11.77,541.89,8.13,Sunny,Equipment_B,7,16.84,1,2023-01-01 18:22:00,3,BT1
C-100,2023-03-17,117.21,59.56,567.3,6.03,Cloudy,Equipment_D,9,3.45,0,2023-01-01 10:53:00,2,MT1
C-050,2023-03-09,76.68,20.97,550.43,9.0,Sunny,Equipment_C,8,4.14,1,2023-01-01 18:58:00,4,MT2
C-002,2023-03-07,26.26,31.61,522.28,8.3,Windy,Equipment_A,4,3.65,0,2023-01-01 18:46:00,2,DT2
C-191,2023-02-26,42.67,56.04,556.25,4.36,Cloudy,Equipment_D,1,5.29,0,2023-01-01 23:09:00,2,HT1
C-063,2023-05-14,88.54,49.81,598.94,3.76,Cloudy,Equipment_C,3,16.37,0,2023-01-01 17:59:00,2,MT2
C-028,2023-01-12,118.47,24.1,534.94,7.05,Sunny,Equipment_C,4,19.61,1,2023-01-01 03:34:00,1,MT2
C-047,2023-08-29,14.44,23.13,547.18,8.26,Cloudy,Equipment_A,2,16.87,1,2023-01-01 00:36:00,4,MT1
C-050,2023-06-19,92.41,48.67,493.13,8.38,Cloudy,Equipment_A,6,7.44,0,2023-01-01 12:22:00,3,MT2
C-174,2023-10-24,60.82,14.77,517.64,7.71,Sunny,Equipment_D,9,13.08,1,2023-01-01 12:04:00,4,DT1
C-212,2023-07-13,75.11,33.77,598.31,3.15,Cloudy,Equipment_D,9,19.83,0,2023-01-01 01:19:00,3,BT1
C-234,2023-02-12,23.44,9.69,536.95,7.73,Cloudy,Equipment_A,3,10.19,1,2023-01-01 03:28:00,4,MT2
C-238,2023-08-28,35.08,55.51,537.4,9.84,Sunny,Equipment_D,6,3.56,0,2023-01-01 19:52:00,1,BT1
C-120,2023-09-27,26.35,53.44,515.51,3.93,Cloudy,Equipment_C,1,14.43,0,2023-01-01 19:55:00,2,DT2
C-012,2023-03-18,23.4,48.65,496.81,5.88,Windy,Equipment_A,4,5.39,0,2023-01-01 21:46:00,4,DT1
C-133,2023-08-24,38.64,19.84,578.32,4.76,Rainy,Equipment_D,8,10.36,0,2023-01-01 08:17:00,1,HT1
C-224,2023-03-04,61.28,13.52,565.6,4.71,Rainy,Equipment_B,4,4.34,0,2023-01-01 16:12:00,2,BT2
C-102,2023-07-26,89.96,13.13,482.8,2.92,Windy,Equipment_A,6,6.83,1,2023-01-01 13:03:00,1,BT2
C-142,2023-06-06,108.14,42.78,565.05,8.3,Windy,Equipment_B,3,17.02,1,2023-01-01 19:35:00,4,DT2
C-036,2023-05-29,119.96,15.52,512.08,8.19,Rainy,Equipment_B,3,6.27,1,2023-01-01 20:29:00,2,MT1
C-050,2023-01-26,59.04,9.91,587.41,9.91,Windy,Equipment_A,5,11.93,0,2023-01-01 20:49:00,3,MT2
C-140,2023-03-05,68.05,6.11,567.46,1.77,Rainy,Equipment_C,8,3.9,0,2023-01-01 02:55:00,1,DT1
C-250,2023-11-28,52.41,13.73,501.16,5.46,Windy,Equipment_C,2,5.14,0,2023-01-01 13:20:00,3,DT2
C-235,2023-06-18,111.3,59.11,483.59,6.17,Rainy,Equipment_C,6,11.87,0,2023-01-01 14:58:00,3,BT2
C-044,2023-10-20,18.17,19.89,495.19,6.42,Cloudy,Equipment_D,1,3.76,1,2023-01-01 16:16:00,4,MT2
C-045,2023-09-15,104.0,10.8,530.91,5.95,Cloudy,Equipment_B,9,5.02,1,2023-01-01 16:14:00,4,BT1
C-098,2023-06-10,74.85,19.36,505.14,2.9,Cloudy,Equipment_B,3,6.46,1,2023-01-01 22:42:00,1,HT1
C-040,2023-12-16,40.47,29.56,531.8,1.5,Windy,Equipment_D,3,1.07,1,2023-01-01 07:21:00,1,DT2
C-130,2023-06-26,69.95,55.26,554.24,7.66,Sunny,Equipment_A,6,1.06,1,2023-01-01 03:08:00,1,BT1
C-062,2023-05-03,51.11,21.02,485.35,9.75,Rainy,Equipment_B,1,11.33,0,2023-01-01 19:58:00,1,MT1
C-203,2023-12-22,96.06,49.22,539.74,1.13,Cloudy,Equipment_B,1,4.43,1,2023-01-01 03:44:00,2,HT1
C-187,2023-08-09,34.04,9.09,505.29,1.93,Cloudy,Equipment_D,9,19.46,1,2023-01-01 12:41:00,3,HT1
C-228,2023-11-24,30.21,34.77,579.96,6.51,Rainy,Equipment_C,6,1.48,1,2023-01-01 15:47:00,3,DT1
C-160,2023-05-26,60.84,11.0,580.57,4.24,Sunny,Equipment_B,4,14.46,1,2023-01-01 04:42:00,4,DT2
C-046,2023-10-19,70.19,24.01,515.53,1.46,Sunny,Equipment_D,4,15.46,0,2023-01-01 05:20:00,2,BT2
C-166,2023-03-01,103.53,28.9,561.46,7.41,Cloudy,Equipment_B,5,9.5,1,2023-01-01 02:54:00,4,HT1
C-063,2023-09-14,64.51,29.58,565.2,5.14,Cloudy,Equipment_C,2,14.97,0,2023-01-01 13:37:00,1,MT2
C-159,2023-01-27,104.17,14.84,577.82,3.37,Sunny,Equipment_C,1,14.43,1,2023-01-01 19:17:00,4,HT1
C-050,2023-12-08,10.53,7.44,520.13,7.3,Sunny,Equipment_A,4,13.86,1,2023-01-01 03:31:00,1,MT2
C-033,2023-04-13,54.09,49.27,524.13,2.9,Windy,Equipment_A,9,10.6,1,2023-01-01 14:45:00,4,DT2
C-059,2023-08-18,45.46,7.76,508.08,6.0,Sunny,Equipment_D,4,5.61,1,2023-01-01 22:31:00,3,MT1
C-172,2023-09-06,62.9,26.32,490.28,5.86,Windy,Equipment_B,1,5.18,0,2023-01-01 12:00:00,4,BT2
C-105,2023-11-02,30.48,7.63,574.29,5.76,Rainy,Equipment_C,9,3.02,1,2023-01-01 09:09:00,2,DT1
C-199,2023-08-01,82.75,59.26,535.81,9.33,Rainy,Equipment_D,7,14.38,1,2023-01-01 15:22:00,1,HT1
C-134,2023-04-25,34.24,22.76,538.07,8.87,Cloudy,Equipment_C,5,14.99,1,2023-01-01 22:01:00,3,HT1
C-052,2023-12-18,43.22,44.69,523.91,6.39,Windy,Equipment_C,2,7.3,1,2023-01-01 16:11:00,4,DT1
C-094,2023-03-23,52.81,19.15,574.94,9.63,Cloudy,Equipment_B,9,4.76,1,2023-01-01 09:21:00,4,DT1
C-135,2023-03-07,45.0,22.94,530.46,2.98,Windy,Equipment_D,2,9.61,0,2023-01-01 16:58:00,2,DT3
C-095,2023-09-05,105.35,41.78,483.97,4.41,Windy,Equipment_C,3,12.8,1,2023-01-01 23:13:00,3,DT3
C-109,2023-10-23,103.48,9.8,535.01,1.82,Rainy,Equipment_B,3,19.45,1,2023-01-01 20:06:00,1,MT2
C-133,2023-03-16,67.77,8.79,487.33,1.22,Sunny,Equipment_B,2,7.79,0,2023-01-01 01:55:00,4,HT1
C-075,2023-08-29,31.38,6.01,586.6,4.14,Sunny,Equipment_A,1,13.07,1,2023-01-01 18:29:00,1,BT1
C-079,2023-04-22,87.35,31.32,543.4,2.8,Sunny,Equipment_B,4,7.66,0,2023-01-01 07:40:00,2,BT1
C-217,2023-12-02,56.0,15.01,598.23,7.36,Sunny,Equipment_B,9,11.16,0,2023-01-01 01:59:00,2,MT2
C-186,2023-11-22,80.83,31.5,582.38,4.12,Windy,Equipment_B,4,19.03,1,2023-01-01 01:27:00,3,HT1
C-171,2023-05-14,51.0,25.45,578.31,9.11,Sunny,Equipment_A,4,4.86,0,2023-01-01 20:20:00,2,DT3
C-010,2023-10-31,23.77,40.29,575.47,3.94,Sunny,Equipment_C,1,7.53,1,2023-01-01 20:52:00,2,DT2
C-039,2023-04-22,54.78,12.56,592.17,3.96,Sunny,Equipment_A,5,18.71,1,2023-01-01 20:44:00,1,MT1
C-198,2023-02-13,80.87,14.77,516.13,5.21,Sunny,Equipment_A,1,11.12,1,2023-01-01 08:34:00,4,BT1
C-062,2023-12-14,50.31,48.72,544.09,6.47,Rainy,Equipment_C,6,6.4,1,2023-01-01 02:48:00,2,MT1
C-036,2023-08-23,34.3,26.73,537.59,9.91,Sunny,Equipment_C,1,2.62,0,2023-01-01 07:46:00,2,MT1
C-163,2023-06-20,102.87,44.57,541.15,6.89,Rainy,Equipment_A,5,15.59,1,2023-01-01 16:21:00,1,MT2
C-180,2023-11-02,85.98,35.77,487.73,9.81,Sunny,Equipment_D,2,17.63,0,2023-01-01 12:01:00,3,MT1
C-208,2023-08-15,61.85,38.05,494.51,1.17,Windy,Equipment_A,2,5.16,0,2023-01-01 10:32:00,4,MT1
C-046,2023-09-12,90.35,19.92,542.96,5.5,Sunny,Equipment_A,2,10.75,1,2023-01-01 02:13:00,2,BT2
C-194,2023-08-25,105.07,41.63,521.83,6.96,Rainy,Equipment_D,7,11.58,0,2023-01-01 23:56:00,2,BT1
C-158,2023-05-18,37.78,5.68,599.46,5.34,Sunny,Equipment_D,8,3.95,0,2023-01-01 23:23:00,1,MT1
C-082,2023-12-05,96.12,6.23,515.58,4.58,Sunny,Equipment_C,9,7.73,0,2023-01-01 11:17:00,3,DT3
C-249,2023-10-20,59.34,29.79,538.49,3.74,Windy,Equipment_A,3,7.41,1,2023-01-01 02:43:00,3,MT2
C-031,2023-09-27,50.01,5.66,509.39,7.98,Cloudy,Equipment_A,2,1.05,0,2023-01-01 21:34:00,2,BT1
C-048,2023-07-24,56.9,56.75,572.67,8.59,Cloudy,Equipment_A,9,14.23,1,2023-01-01 16:05:00,2,DT2
C-154,2023-02-14,72.55,54.55,559.4,7.38,Sunny,Equipment_B,3,8.26,0,2023-01-01 18:20:00,2,HT1
C-118,2023-12-01,12.14,5.93,579.52,7.05,Sunny,Equipment_D,3,1.94,1,2023-01-01 12:46:00,2,HT1
C-215,2023-08-18,76.87,10.15,571.44,7.68,Rainy,Equipment_D,6,18.69,1,2023-01-01 10:01:00,1,BT2
C-155,2023-03-23,117.05,31.17,555.76,1.29,Rainy,Equipment_D,8,2.62,0,2023-01-01 01:23:00,1,MT1
C-157,2023-01-04,87.57,54.83,595.39,1.15,Cloudy,Equipment_A,3,19.45,1,2023-01-01 19:47:00,4,BT1
C-181,2023-04-01,65.72,25.55,583.34,5.18,Sunny,Equipment_C,2,14.65,0,2023-01-01 05:13:00,3,MT1
C-230,2023-07-24,42.46,34.69,556.36,4.66,Sunny,Equipment_B,8,7.02,0,2023-01-01 16:49:00,1,DT3
C-026,2023-04-05,43.16,29.09,516.74,4.55,Rainy,Equipment_A,2,11.38,1,2023-01-01 17:59:00,2,DT2
C-220,2023-05-21,26.95,39.77,527.23,7.69,Cloudy,Equipment_B,1,15.48,0,2023-01-01 04:03:00,2,DT2
C-095,2023-04-23,12.36,49.49,483.77,3.84,Windy,Equipment_B,5,8.1,1,2023-01-01 18:17:00,4,DT3
C-247,2023-10-06,43.01,14.73,549.88,8.41,Sunny,Equipment_C,2,12.53,1,2023-01-01 01:31:00,2,BT2
C-194,2023-03-28,19.9,18.84,573.21,2.39,Sunny,Equipment_C,1,12.08,0,2023-01-01 01:17:00,4,BT1
C-185,2023-11-12,63.56,15.43,491.14,3.1,Sunny,Equipment_C,3,18.43,0,2023-01-01 12:15:00,1,BT2
C-217,2023-05-14,79.35,57.75,522.81,8.36,Cloudy,Equipment_C,3,4.6,1,2023-01-01 10:25:00,3,MT2
C-077,2023-10-31,13.78,37.95,497.81,6.1,Sunny,Equipment_B,2,4.06,1,2023-01-01 15:01:00,3,BT1
C-036,2023-05-01,110.58,10.67,495.0,3.42,Rainy,Equipment_C,9,3.37,1,2023-01-01 12:08:00,4,MT1
C-213,2023-08-18,10.54,41.22,560.87,1.87,Rainy,Equipment_B,8,18.57,0,2023-01-01 21:22:00,1,DT2
C-164,2023-09-24,62.92,57.69,575.44,9.84,Rainy,Equipment_B,7,18.65,0,2023-01-01 12:04:00,3,DT1
C-004,2023-12-26,39.49,51.3,590.57,2.57,Windy,Equipment_B,4,7.52,0,2023-01-01 01:12:00,4,MT1
C-186,2023-05-17,48.14,32.33,553.76,9.59,Sunny,Equipment_C,7,5.52,0,2023-01-01 15:16:00,4,HT1
C-140,2023-05-23,23.17,44.51,480.88,4.14,Cloudy,Equipment_A,4,16.2,1,2023-01-01 04:13:00,2,DT1
C-217,2023-08-28,21.66,35.96,487.68,3.66,Cloudy,Equipment_D,6,12.04,1,2023-01-01 22:20:00,1,MT2
C-073,2023-03-14,63.75,33.24,550.19,3.51,Windy,Equipment_C,4,4.19,0,2023-01-01 09:30:00,3,MT1
C-086,2023-08-18,98.44,33.7,515.34,5.99,Cloudy,Equipment_C,1,13.81,1,2023-01-01 01:51:00,2,HT1
C-191,2023-11-21,111.22,46.37,563.47,7.61,Rainy,Equipment_B,3,19.94,1,2023-01-01 02:32:00,2,HT1
C-157,2023-12-30,57.3,29.41,539.48,9.36,Sunny,Equipment_B,8,7.65,0,2023-01-01 08:23:00,1,BT1
C-125,2023-07-19,103.96,21.87,585.48,6.75,Windy,Equipment_B,5,8.69,0,2023-01-01 06:57:00,2,BT2
C-077,2023-03-07,71.46,48.17,546.33,4.82,Rainy,Equipment_A,7,14.94,0,2023-01-01 21:52:00,1,BT1
C-036,2023-03-01,78.81,35.19,556.09,8.3,Cloudy,Equipment_C,6,14.15,0,2023-01-01 19:21:00,3,MT1
C-048,2023-10-18,66.94,16.23,534.71,2.33,Cloudy,Equipment_A,2,18.8,0,2023-01-01 11:27:00,1,DT2
C-099,2023-05-16,72.24,28.55,554.72,2.4,Rainy,Equipment_D,1,9.8,1,2023-01-01 22:39:00,1,BT1
C-150,2023-12-11,99.98,53.33,534.85,4.17,Cloudy,Equipment_C,5,13.22,1,2023-01-01 14:22:00,3,DT2
C-157,2023-09-22,10.55,33.12,597.39,3.22,Windy,Equipment_C,9,5.8,0,2023-01-01 22:54:00,2,BT1
C-025,2023-06-17,69.05,13.96,523.31,4.82,Rainy,Equipment_C,4,14.23,0,2023-01-01 07:54:00,3,DT2
C-250,2023-11-01,68.99,11.24,566.49,5.42,Sunny,Equipment_D,5,16.51,0,2023-01-01 03:09:00,4,DT2
C-149,2023-03-03,64.83,11.52,588.26,9.73,Cloudy,Equipment_B,2,2.6,1,2023-01-01 00:37:00,2,DT2
C-220,2023-12-21,41.33,13.04,573.34,2.35,Windy,Equipment_A,3,15.56,0,2023-01-01 16:54:00,1,DT2
C-069,2023-04-13,104.4,20.08,499.84,7.6,Rainy,Equipment_B,3,7.51,0,2023-01-01 05:12:00,4,MT1
C-159,2023-12-31,109.88,14.45,504.44,6.8,Rainy,Equipment_A,1,13.06,0,2023-01-01 17:52:00,2,HT1
C-161,2023-09-20,113.34,48.14,531.23,3.08,Rainy,Equipment_A,7,13.89,1,2023-01-01 20:51:00,4,DT2
C-164,2023-10-29,62.99,58.66,493.35,9.27,Sunny,Equipment_D,7,6.49,0,2023-01-01 12:25:00,4,DT1
C-144,2023-09-19,12.78,56.35,569.85,6.42,Rainy,Equipment_C,5,2.78,1,2023-01-01 11:01:00,4,MT1
C-114,2023-08-06,40.33,53.02,536.55,7.77,Sunny,Equipment_A,3,3.95,0,2023-01-01 00:33:00,2,DT1
C-041,2023-07-19,61.46,32.47,526.27,7.6,Sunny,Equipment_B,5,7.61,0,2023-01-01 23:12:00,2,DT1
C-119,2023-04-20,23.54,52.13,512.27,3.03,Cloudy,Equipment_D,2,1.44,0,2023-01-01 22:28:00,1,DT2
C-235,2023-02-24,26.87,27.86,491.82,4.94,Windy,Equipment_D,3,3.35,0,2023-01-01 13:40:00,4,BT2
C-031,2023-05-05,111.14,33.4,532.53,4.58,Rainy,Equipment_C,5,18.51,0,2023-01-01 02:23:00,4,BT1
C-233,2023-07-07,63.16,32.51,596.27,7.18,Sunny,Equipment_D,3,15.99,0,2023-01-01 04:47:00,4,BT1
C-147,2023-07-22,80.74,5.86,528.31,7.8,Windy,Equipment_A,1,18.18,1,2023-01-01 11:47:00,3,BT1
C-019,2023-12-26,96.76,14.09,583.43,4.39,Rainy,Equipment_B,9,14.26,1,2023-01-01 05:56:00,1,BT1
C-092,2023-07-01,104.78,17.06,534.55,6.49,Sunny,Equipment_B,1,15.71,1,2023-01-01 18:38:00,4,DT2
C-125,2023-02-06,34.54,43.72,575.26,8.76,Rainy,Equipment_B,8,9.41,1,2023-01-01 12:26:00,3,BT2
C-146,2023-09-07,34.27,22.59,527.68,8.89,Rainy,Equipment_D,7,7.37,0,2023-01-01 06:54:00,1,DT3
C-139,2023-03-28,54.4,19.93,573.13,2.92,Cloudy,Equipment_B,1,19.52,1,2023-01-01 03:43:00,1,HT1
C-081,2023-07-08,103.09,29.51,512.58,3.41,Cloudy,Equipment_C,3,17.59,1,2023-01-01 16:03:00,1,BT2
C-171,2023-03-18,46.84,38.73,561.77,6.43,Rainy,Equipment_B,7,9.39,1,2023-01-01 10:59:00,3,DT3
C-055,2023-07-20,30.3,41.85,480.61,8.65,Sunny,Equipment_B,4,16.8,0,2023-01-01 21:34:00,4,BT1
C-010,2023-03-10,108.28,42.66,546.33,7.56,Sunny,Equipment_A,1,19.12,0,2023-01-01 19:58:00,1,DT2
C-182,2023-06-12,108.86,53.66,518.88,4.66,Rainy,Equipment_A,5,17.08,1,2023-01-01 02:37:00,2,MT1
C-249,2023-10-15,98.8,21.31,492.67,1.38,Cloudy,Equipment_A,8,7.03,0,2023-01-01 02:56:00,4,MT2
