Task_ID,Gate_number,Floor_No,Shift_no,Actual,Predicted
T-003,48,1,4,-2.0,-1.0
T-016,2,3,3,-2.0,-1.0
T-007,11,3,2,0.0,0.0
T-010,36,2,3,-2.0,-1.0
T-016,37,2,2,1.0,0.0
T-017,10,3,4,-2.0,-0.0
T-017,26,2,2,-2.0,-1.0
T-003,25,2,2,-2.0,-1.0
T-017,43,1,3,1.0,0.0
T-008,6,3,1,2.0,1.0
T-004,11,3,4,-2.0,-2.0
T-002,36,2,4,1.0,1.0
T-017,21,2,2,2.0,3.0
T-010,12,3,4,-2.0,-1.0
T-011,5,3,1,-1.0,0.0
T-011,3,3,4,0.0,1.0
T-007,30,2,3,2.0,0.0
T-015,34,2,1,-1.0000000000000002,-0.0
T-010,8,3,1,2.0,2.0
T-012,43,1,2,-2.0,-1.0
T-007,6,3,1,-2.0,-1.0
T-009,45,1,1,0.0,0.0
T-017,0,1,2,0.0,-0.0
T-012,41,1,3,1.0,-0.0
T-008,44,1,1,2.0,1.0
T-002,25,2,2,1.0,2.0
T-001,37,2,1,-2.0,-1.0
T-005,8,3,1,0.0,-1.0
T-014,25,2,3,-2.0,-1.0
T-012,16,3,3,0.0,-0.0
T-013,44,1,2,5.0,4.0
T-006,9,3,4,-1.0,-1.0
T-004,13,3,1,-2.0,-1.0
T-009,15,3,3,1.0,-0.0
T-015,7,3,1,-2.0,-2.0
T-008,22,2,3,-1.0000000000000002,-0.0
T-010,49,1,4,-2.0,-0.0
T-005,43,1,1,1.0,1.0
T-010,35,2,1,2.0,2.0
T-009,44,1,3,0.0,-0.0
T-015,49,1,2,-2.0,-1.0
T-008,19,3,2,-1.0,0.0
T-016,41,1,4,-2.0,-1.0
T-016,29,2,3,0.0,0.0
T-012,6,3,1,0.0,1.0
T-016,11,3,1,0.0,-1.0
T-010,11,3,1,-1.0000000000000002,-1.0
T-011,9,3,3,1.0,0.0
T-005,14,3,2,2.0,1.0
T-013,34,2,1,3.0,3.0
T-009,22,2,3,-2.0,-0.0
T-012,1,3,1,1.0,2.0
T-017,41,1,2,-2.0,-1.0
T-014,4,3,2,2.0,1.0
T-007,22,2,4,-1.0000000000000002,-1.0
T-006,34,2,1,0.0,0.0
T-007,1,3,4,-2.0,-1.0
T-015,28,2,4,1.0,-0.0
T-012,44,1,3,-2.0,-0.0
T-002,13,3,2,1.0,0.0
T-001,24,2,2,0.0,0.0
T-007,15,3,3,-1.0000000000000002,-1.0
T-007,27,2,4,1.0,0.0
T-008,12,3,1,-2.0,-1.0
T-012,39,2,1,0.0,-0.0
T-001,12,3,2,-2.0,-1.0
T-005,19,3,2,1.0,0.0
T-007,29,2,1,-2.0,-1.0
T-006,46,1,2,-2.0,-1.0
T-002,18,3,1,1.0,0.0
T-013,35,2,1,1.0,1.0
T-004,2,3,3,3.0,3.0
T-009,36,2,4,-1.0,-1.0
T-006,44,1,2,-2.0,-1.0
T-016,0,1,4,4.0,3.0
T-005,48,1,1,-1.0000000000000002,-0.0
T-008,20,2,2,2.0,1.0
T-009,19,3,3,-1.0000000000000002,-1.0
T-014,0,1,2,-2.0,-1.0
T-012,41,1,1,-1.0000000000000002,-1.0
T-017,35,2,2,4.0,2.0
T-005,26,2,4,3.0,3.0
T-009,36,2,3,-1.0000000000000002,-1.0
T-008,10,3,2,0.0,0.0
T-003,10,3,2,1.0,1.0
T-009,7,3,4,1.0,1.0
T-017,18,3,3,0.0,1.0
T-003,25,2,3,-2.0,-2.0
T-013,28,2,4,-1.0000000000000002,0.0
T-015,43,1,1,-2.0,-0.0
T-015,2,3,3,-1.0,-1.0
T-004,5,3,3,1.0,1.0
T-004,43,1,1,-2.0,-2.0
T-013,32,2,3,3.0000000000000004,1.0
T-014,46,1,2,1.0,0.0
T-012,48,1,4,2.0,1.0
T-015,1,3,3,1.0,0.0
T-008,1,3,2,4.0,3.0
T-011,38,2,2,-1.0,-0.0
T-014,14,3,1,0.0,-1.0
T-017,13,3,3,0.0,3.0
T-003,33,2,4,-2.0,-1.0
T-003,20,2,4,1.0,0.0
T-013,5,3,3,0.0,0.0
T-002,23,2,2,-1.0,-1.0
T-008,2,3,3,0.0,1.0
T-001,8,3,2,1.0,0.0
T-017,1,3,2,-1.0000000000000002,0.0
T-006,5,3,1,1.0,1.0
T-011,5,3,2,3.0,3.0
T-006,33,2,4,-1.0000000000000002,-1.0
T-016,15,3,2,2.0,2.0
T-002,27,2,4,2.0,2.0
T-003,32,2,1,1.0,2.0
T-009,23,2,4,2.0,2.0
T-012,22,2,2,-2.0,-1.0
T-003,37,2,1,0.0,1.0
T-004,38,2,1,-2.0,-0.0
T-016,18,3,3,1.0,0.0
T-002,10,3,1,-2.0,-1.0
T-002,4,3,1,-2.0,-0.0
T-002,23,2,1,-2.0,-1.0
T-010,21,2,3,-2.0,-1.0
T-003,22,2,3,-2.0,-1.0
T-010,22,2,4,1.0,2.0
T-007,46,1,3,-2.0,-2.0
T-012,39,2,2,-2.0,-1.0
T-008,47,1,4,4.0,3.0
T-014,9,3,2,-1.0,-2.0
T-010,18,3,4,-2.0,-1.0
T-006,23,2,2,-2.0,-0.0
T-016,36,2,4,-2.0,-0.0
T-016,43,1,1,3.0,2.0
T-010,49,1,4,-2.0,-2.0
T-009,9,3,4,0.0,0.0
T-016,47,1,2,5.0,4.0
T-007,4,3,4,1.0,1.0
T-010,18,3,4,-2.0,-1.0
T-001,19,3,3,-2.0,-1.0
T-007,34,2,3,1.0,0.0
T-015,27,2,2,2.0,1.0
T-009,42,1,1,1.0,0.0
T-001,6,3,1,-2.0,-1.0
T-001,28,2,4,-2.0,-2.0
T-010,29,2,2,1.0,-0.0
T-007,25,2,4,1.0,1.0
T-004,5,3,4,3.0,3.0
T-002,6,3,4,0.0,-1.0
T-004,12,3,1,-1.0000000000000002,-1.0
T-012,7,3,3,-2.0,-1.0
T-017,47,1,1,3.0,2.0
T-005,40,1,1,2.0,3.0
T-017,3,3,2,-2.0,-2.0
T-006,29,2,3,2.0,0.0
T-005,23,2,3,3.0,3.0
T-004,16,3,2,1.0,-0.0
T-009,35,2,4,4.0,3.0
T-003,47,1,4,0.0,-0.0
T-013,1,3,2,0.0,0.0
T-007,40,1,1,0.0,-0.0
T-016,44,1,4,-2.0,-0.0
T-006,10,3,2,2.0,1.0
T-008,37,2,1,1.0,-0.0
T-008,1,3,4,0.0,-0.0
T-013,25,2,4,2.0,0.0
T-001,27,2,2,2.0,2.0
T-005,7,3,2,-1.0,-1.0
T-011,1,3,1,-1.0,-1.0
T-002,34,2,3,3.0,1.0
T-003,6,3,2,0.0,0.0
T-012,39,2,2,-2.0,-1.0
T-004,42,1,3,1.0,-0.0
T-009,19,3,3,0.0,-0.0
T-007,3,3,4,4.0,3.0
T-003,22,2,1,-2.0,-1.0
T-016,41,1,2,1.0,-0.0
T-003,19,3,1,-2.0,-2.0
T-011,40,1,4,1.0,1.0
T-017,27,2,3,0.0,-1.0
T-016,44,1,1,0.0,0.0
T-014,39,2,3,2.0,3.0
T-002,40,1,1,4.0,3.0
T-005,25,2,4,1.0,1.0
T-017,43,1,2,1.0,1.0
T-005,10,3,1,0.0,0.0
T-010,27,2,1,0.0,0.0
T-009,2,3,3,4.0,3.0
T-016,4,3,1,0.0,-1.0
T-015,49,1,1,3.0,2.0
T-012,0,1,3,-2.0,-0.0
T-012,6,3,2,-2.0,-2.0
T-015,27,2,4,2.0,1.0
T-016,42,1,4,2.0,1.0
T-002,33,2,2,-2.0,-0.0
T-009,4,3,4,3.0,3.0
T-010,15,3,1,0.0,-0.0
T-015,36,2,2,-1.0000000000000002,0.0
T-016,48,1,2,4.0,3.0
T-010,24,2,4,-2.0,-1.0
T-001,6,3,3,1.0,0.0
T-013,16,3,2,-2.0,-1.0
T-012,32,2,3,1.0,0.0
T-011,43,1,2,0.0,1.0
T-001,17,3,3,3.0,1.0
T-013,5,3,2,0.0,-0.0
T-010,28,2,2,4.0,2.0
T-006,36,2,4,-1.0000000000000002,-1.0
T-014,48,1,3,2.0,3.0
T-017,49,1,2,3.0,2.0
T-008,48,1,1,-1.0000000000000002,-0.0
T-015,0,1,2,0.0,-0.0
T-002,36,2,1,3.0,3.0
T-005,39,2,2,2.0,0.0
T-011,45,1,1,3.0,2.0
T-008,17,3,3,3.0,2.0
T-014,47,1,4,0.0,-0.0
T-007,45,1,4,4.0,2.0
T-011,0,1,2,3.0,1.0
T-017,29,2,1,0.0,1.0
T-016,33,2,4,2.0,1.0
T-013,38,2,1,1.0,-0.0
T-015,39,2,1,-1.0,-0.0
T-003,18,3,4,-2.0,-1.0
T-001,48,1,3,1.0,1.0
T-001,25,2,3,2.0,2.0
T-007,8,3,3,0.0,1.0
T-012,34,2,1,1.0,2.0
T-004,9,3,3,-1.0,-1.0
T-011,32,2,3,4.0,3.0
T-003,16,3,3,-2.0,-1.0
T-012,39,2,4,0.0,-1.0
T-014,18,3,4,3.0,3.0
T-010,22,2,1,3.0,2.0
T-006,24,2,3,2.0,2.0
T-014,40,1,1,1.0,0.0
T-014,0,1,4,-2.0,-1.0
T-013,5,3,4,0.0,1.0
T-017,17,3,2,1.0,1.0
T-007,23,2,3,-2.0,-1.0
T-005,36,2,2,0.0,-0.0
T-012,18,3,2,1.0,0.0
T-015,0,1,1,3.0,1.0
T-007,35,2,1,2.0,0.0
T-002,0,1,3,-1.0000000000000002,-1.0
T-013,0,1,2,1.0,1.0
T-013,24,2,1,4.0,2.0
T-007,0,1,2,-1.0000000000000002,0.0
T-016,48,1,4,4.0,3.0
T-014,23,2,4,-2.0,-1.0
T-015,26,2,1,0.0,-0.0
T-011,8,3,1,-2.0,-1.0
T-004,19,3,2,-2.0,-1.0
T-017,45,1,1,4.0,2.0
T-012,3,3,3,-1.0000000000000002,-0.0
T-012,48,1,2,-2.0,-1.0
T-016,1,3,2,0.0,0.0
T-014,1,3,3,0.0,0.0
T-013,5,3,4,-2.0,-1.0
T-016,36,2,3,1.0,-0.0
T-015,1,3,1,-1.0,-0.0
T-004,37,2,3,-1.0,0.0
T-006,29,2,2,1.0,-0.0
T-006,40,1,1,2.0,1.0
T-015,8,3,2,-2.0,-0.0
T-009,6,3,2,-1.0,-0.0
T-004,13,3,2,0.0,0.0
T-004,41,1,4,4.0,3.0
T-014,17,3,3,0.0,0.0
T-014,33,2,1,0.0,-0.0
T-016,41,1,2,2.0,0.0
T-009,34,2,1,1.0,0.0
T-010,9,3,3,0.0,1.0
T-017,49,1,4,0.0,0.0
T-012,0,1,1,0.0,-0.0
T-006,39,2,4,0.0,1.0
T-008,33,2,1,2.0,2.0
T-017,35,2,3,3.0,1.0
T-011,29,2,3,1.0,-0.0
T-003,27,2,2,-2.0,-1.0
T-017,44,1,4,3.0,1.0
T-009,42,1,1,5.0,4.0
T-017,41,1,1,-1.0,-0.0
T-008,18,3,3,1.0,1.0
T-008,44,1,1,0.0,-0.0
T-009,18,3,1,-1.0,-1.0
T-016,22,2,3,0.0,0.0
T-006,33,2,2,2.0,2.0
T-010,10,3,1,1.0,1.0
T-014,28,2,4,-2.0,-1.0
T-012,5,3,1,-2.0,-1.0
T-008,28,2,1,-2.0,-2.0
T-004,47,1,1,1.0,1.0
T-007,31,2,2,-1.0000000000000002,-1.0
T-002,11,3,3,1.0,0.0
T-002,8,3,3,4.0,2.0
T-017,25,2,3,0.0,-1.0
T-007,26,2,3,3.0,1.0
T-006,29,2,3,0.0,-0.0
T-007,6,3,2,-2.0,-1.0
T-014,38,2,1,-2.0,-1.0
T-015,19,3,2,-1.0000000000000002,-1.0
T-003,25,2,3,-1.0000000000000002,1.0
T-002,12,3,2,0.0,-0.0
T-011,25,2,3,-2.0,-1.0
T-006,20,2,3,-1.0000000000000002,-0.0
T-001,41,1,2,-2.0,-1.0
T-002,0,1,2,0.0,0.0
T-009,38,2,1,4.0,2.0
T-001,17,3,3,-2.0,-1.0
T-005,48,1,4,-2.0,-1.0
T-005,9,3,2,1.0,0.0
T-011,19,3,4,1.0,-0.0
T-007,41,1,4,-1.0,-0.0
T-002,30,2,4,-2.0,-1.0
T-008,40,1,4,0.0,-0.0
T-005,30,2,3,-2.0,-1.0
T-002,28,2,2,2.0,2.0
T-003,37,2,4,3.0,1.0
T-009,42,1,2,3.0,1.0
T-009,25,2,2,2.0,1.0
T-003,21,2,3,3.0,2.0
T-016,42,1,1,0.0,-0.0
T-011,40,1,3,0.0,-0.0
T-014,48,1,3,-1.0000000000000002,-1.0
T-011,34,2,4,-2.0,-2.0
T-010,21,2,4,0.0,-0.0
T-004,23,2,3,2.0,1.0
T-006,41,1,4,-2.0,-0.0
T-003,30,2,4,1.0,1.0
T-014,33,2,2,1.0,-0.0
T-001,36,2,2,-2.0,-1.0
T-015,8,3,1,-1.0000000000000002,-1.0
T-007,10,3,3,-2.0,-1.0
T-004,14,3,4,-2.0,-2.0
T-013,43,1,2,4.0,2.0
T-012,3,3,3,-1.0000000000000002,-1.0
T-016,43,1,2,0.0,0.0
T-009,34,2,4,2.0,0.0
T-003,41,1,3,-2.0,-2.0
T-011,15,3,1,-2.0,-2.0
T-009,49,1,2,1.0,1.0
T-002,45,1,2,3.0,1.0
T-008,2,3,1,0.0,-0.0
T-011,37,2,3,1.0,0.0
T-004,33,2,4,-2.0,-1.0
T-014,20,2,2,-2.0,-2.0
T-016,29,2,4,-2.0,-2.0
T-015,47,1,4,1.0,-0.0
T-010,9,3,4,0.0,0.0
T-003,29,2,3,2.0,1.0
T-001,27,2,3,-1.0,-0.0
T-003,20,2,1,0.0,-0.0
T-010,49,1,4,1.0,0.0
T-013,16,3,3,2.0,1.0
T-001,26,2,2,3.0,1.0
T-008,15,3,1,-2.0,-1.0
T-016,42,1,2,-1.0000000000000002,-0.0
T-011,35,2,3,1.0,0.0
T-017,36,2,1,1.0,0.0
T-010,28,2,1,-2.0,-2.0
T-013,1,3,1,0.0,-0.0
T-003,39,2,3,3.0,1.0
T-007,32,2,3,-2.0,-1.0
T-015,42,1,1,-2.0,-1.0
T-017,11,3,1,-2.0,-2.0
T-012,10,3,4,1.0,1.0
T-017,7,3,4,-1.0000000000000002,-1.0
T-001,19,3,2,2.0,2.0
T-011,9,3,4,0.0,0.0
T-015,33,2,2,-2.0,-0.0
T-016,12,3,2,1.0,1.0
T-003,12,3,3,-2.0,-1.0
T-007,32,2,4,-2.0,-2.0
T-005,12,3,3,3.0,2.0
T-006,23,2,2,3.0,3.0
T-004,14,3,2,-2.0,-1.0
T-005,7,3,2,3.0,3.0
T-001,29,2,4,-1.0000000000000002,-1.0
T-008,4,3,4,2.0,1.0
T-007,48,1,4,-1.0000000000000002,-1.0
T-015,46,1,3,-1.0000000000000002,-1.0
T-015,33,2,2,3.0,2.0
T-004,21,2,1,5.0,3.0
T-002,33,2,1,0.0,-0.0
T-002,37,2,2,3.0,3.0
T-013,38,2,3,2.0,0.0
T-006,11,3,4,1.0,0.0
T-014,44,1,4,-1.0000000000000002,-0.0
T-011,28,2,1,-2.0,-1.0
T-009,13,3,1,3.0,2.0
T-006,47,1,1,0.0,0.0
T-005,30,2,2,1.0,1.0
T-002,12,3,3,2.0,2.0
T-009,38,2,2,1.0,0.0
T-014,25,2,4,0.0,1.0
T-016,18,3,3,-2.0,-1.0
T-017,48,1,2,-1.0000000000000002,-1.0
T-003,39,2,2,-1.0000000000000002,-1.0
T-011,13,3,1,-2.0,-1.0
T-014,14,3,3,-1.0000000000000002,0.0
T-002,24,2,3,-2.0,-1.0
T-016,30,2,3,-2.0,-1.0
T-009,23,2,3,0.0,1.0
T-009,18,3,2,5.0,4.0
T-012,5,3,2,0.0,0.0
T-004,31,2,3,2.0,0.0
T-006,26,2,3,0.0,-0.0
T-014,47,1,3,-2.0,-1.0
T-001,8,3,2,3.0,2.0
T-002,45,1,1,0.0,0.0
T-001,23,2,2,-2.0,-1.0
T-014,2,3,4,0.0,0.0
T-009,42,1,2,0.0,0.0
T-006,47,1,1,-1.0000000000000002,-0.0
T-004,36,2,4,1.0,1.0
T-003,27,2,2,-1.0000000000000002,-0.0
T-008,32,2,1,3.0,1.0
T-015,37,2,1,2.0,2.0
T-009,41,1,4,-2.0,-1.0
T-002,1,3,1,-2.0,-0.0
T-014,31,2,2,0.0,-0.0
T-009,39,2,2,3.0,1.0
T-010,27,2,1,-2.0,-0.0
T-012,33,2,1,-2.0,-2.0
T-015,2,3,1,0.0,0.0
T-012,2,3,1,0.0,0.0
T-008,37,2,1,1.0,1.0
T-004,43,1,4,4.0,2.0
T-007,27,2,2,3.0,3.0
T-011,10,3,4,-2.0,-1.0
T-009,1,3,4,-2.0,-1.0
T-006,35,2,3,0.0,1.0
T-013,1,3,2,-2.0,-1.0
T-007,45,1,2,-1.0000000000000002,-0.0
T-010,32,2,4,0.0,-1.0
T-001,41,1,2,2.0,1.0
T-001,29,2,2,-1.0,-0.0
T-017,27,2,4,1.0,1.0
T-015,3,3,1,-2.0,-1.0
T-007,36,2,4,-1.0,-0.0
T-017,47,1,4,-2.0,-0.0
T-006,42,1,1,-1.0,-0.0
T-012,28,2,4,0.0,-0.0
T-003,4,3,3,-1.0000000000000002,-1.0
T-016,40,1,3,-1.0,-0.0
T-015,45,1,1,-1.0000000000000002,-1.0
T-011,13,3,2,1.0,0.0
T-003,25,2,1,2.0,2.0
T-017,3,3,1,2.0,2.0
T-006,10,3,2,3.0,2.0
T-011,21,2,4,0.0,-1.0
T-012,24,2,3,3.0,3.0
T-002,9,3,2,-2.0,-0.0
T-008,12,3,2,2.0,2.0
T-010,30,2,2,0.0,1.0
T-014,44,1,1,2.0,2.0
T-008,1,3,3,-1.0,-0.0
T-013,5,3,2,-2.0,-1.0
T-007,16,3,3,0.0,1.0
T-003,2,3,4,-1.0000000000000002,-0.0
T-009,3,3,4,-2.0,-1.0
T-012,15,3,1,1.0,1.0
T-015,20,2,4,-1.0,-0.0
T-004,30,2,2,3.0,2.0
T-007,12,3,3,2.0,1.0
T-008,10,3,3,-2.0,-1.0
T-017,22,2,4,-1.0,-1.0
T-004,16,3,1,-2.0,-1.0
T-008,35,2,2,-2.0,-1.0
T-013,45,1,2,2.0,2.0
T-012,37,2,2,0.0,1.0
T-016,20,2,2,-1.0000000000000002,-0.0
T-002,29,2,1,-2.0,-1.0
T-012,4,3,4,3.0,2.0
T-008,12,3,2,3.0,1.0
T-004,3,3,3,2.0,1.0
T-014,32,2,3,2.0,1.0
T-013,30,2,3,3.0,3.0
T-013,10,3,2,-1.0000000000000002,-0.0
T-008,1,3,1,2.0,2.0
T-014,18,3,4,1.0,-0.0
T-001,5,3,2,-2.0,-1.0
T-016,34,2,1,0.0,-0.0
T-011,15,3,2,-1.0000000000000002,-1.0
T-012,3,3,3,1.0,0.0
T-010,35,2,1,-1.0000000000000002,-1.0
T-009,10,3,1,-2.0,-1.0
T-001,5,3,2,2.0,1.0
T-015,1,3,2,0.0,0.0
T-010,3,3,3,-1.0000000000000002,-1.0
T-001,38,2,4,-2.0,-0.0
T-017,15,3,1,2.0,2.0
T-014,15,3,2,0.0,-1.0
T-006,36,2,4,-2.0,-1.0
T-016,6,3,2,4.0,3.0
T-001,23,2,3,-1.0000000000000002,-1.0
T-011,33,2,1,-2.0,-1.0
T-012,20,2,4,-1.0000000000000002,-1.0
T-003,31,2,3,-1.0,-0.0
T-013,3,3,4,-2.0,-1.0
T-017,49,1,1,3.0,3.0
T-016,44,1,4,-1.0000000000000002,0.0
T-008,36,2,1,-2.0,-1.0
T-017,8,3,3,0.0,0.0
T-004,24,2,3,-2.0,-1.0
T-014,2,3,2,-2.0,-2.0
T-014,45,1,2,0.0,-1.0
T-008,38,2,2,-2.0,-1.0
T-005,10,3,4,-1.0000000000000002,-1.0
T-015,49,1,4,2.0,1.0
T-007,49,1,2,1.0,0.0
T-009,38,2,1,0.0,-0.0
T-003,26,2,3,-1.0000000000000002,0.0
T-002,22,2,3,-2.0,-1.0
T-006,40,1,4,-2.0,-1.0
T-014,9,3,1,3.0,2.0
T-007,13,3,1,2.0,0.0
T-011,21,2,1,2.0,3.0
T-005,49,1,4,0.0,1.0
T-007,35,2,1,-2.0,-2.0
T-002,14,3,2,-1.0000000000000002,0.0
T-006,32,2,1,-2.0,-1.0
T-007,3,3,2,-2.0,-1.0
T-015,20,2,4,3.0000000000000004,1.0
T-002,1,3,2,2.0,2.0
T-008,11,3,3,4.0,3.0
T-013,48,1,4,2.0,0.0
T-017,8,3,1,-1.0000000000000002,-0.0
T-004,47,1,1,2.0,1.0
T-015,43,1,3,-2.0,-1.0
T-009,37,2,2,-2.0,-1.0
T-009,1,3,2,-1.0,-1.0
T-013,14,3,1,0.0,-0.0
T-006,25,2,1,-2.0,-1.0
T-010,36,2,2,-2.0,-1.0
T-007,48,1,1,-2.0,-2.0
T-015,17,3,2,-2.0,-1.0
T-008,11,3,2,2.0,-0.0
T-007,31,2,2,-2.0,-1.0
T-009,49,1,4,2.0,2.0
T-016,25,2,1,-2.0,-1.0
T-010,45,1,2,-2.0,-1.0
T-006,5,3,1,-2.0,-0.0
T-007,22,2,1,-2.0,-1.0
T-014,23,2,2,2.0,2.0
T-017,6,3,2,1.0,1.0
T-007,30,2,2,0.0,-0.0
T-015,49,1,4,2.0,1.0
T-007,15,3,3,1.0,0.0
T-004,47,1,4,1.0,0.0
T-005,43,1,3,-2.0,-1.0
T-012,31,2,1,0.0,0.0
T-011,4,3,4,-2.0,-1.0
T-009,48,1,3,0.0,-0.0
T-013,30,2,3,0.0,0.0
T-012,4,3,3,-2.0,-1.0
T-005,26,2,2,-1.0000000000000002,-1.0
T-017,8,3,3,-1.0000000000000002,0.0
T-007,25,2,4,0.0,0.0
T-012,15,3,2,1.0,0.0
T-017,40,1,1,3.0000000000000004,2.0
T-009,39,2,1,4.0,4.0
T-016,18,3,3,3.0,1.0
T-014,6,3,4,-2.0,-1.0
T-002,33,2,3,2.0,1.0
T-015,6,3,2,1.0,2.0
T-002,47,1,4,-2.0,-1.0
T-011,42,1,4,0.0,-0.0
T-009,22,2,2,3.0,1.0
T-003,44,1,2,4.0,3.0
T-001,27,2,2,-2.0,-1.0
T-010,13,3,3,-2.0,-1.0
T-005,12,3,3,1.0,0.0
T-008,44,1,1,1.0,1.0
T-017,45,1,4,4.0,2.0
T-010,8,3,4,1.0,-0.0
T-014,16,3,2,0.0,0.0
T-008,34,2,2,-1.0000000000000002,-0.0
T-002,19,3,4,-2.0,-2.0
T-007,32,2,1,0.0,1.0
T-009,13,3,3,-2.0,-0.0
T-016,3,3,1,-2.0,-0.0
T-004,24,2,1,5.0,4.0
T-002,38,2,2,-1.0000000000000002,-0.0
T-007,45,1,1,1.0,1.0
T-007,48,1,2,-1.0000000000000002,-1.0
T-004,24,2,3,-2.0,-1.0
T-007,25,2,3,3.0,2.0
T-003,26,2,4,-2.0,-2.0
T-001,34,2,3,-2.0,-1.0
T-017,25,2,3,-2.0,-1.0
T-005,11,3,3,2.0,1.0
T-011,26,2,1,0.0,0.0
T-015,10,3,4,1.0,1.0
T-011,10,3,4,-2.0,-0.0
T-013,10,3,1,2.0,2.0
T-010,18,3,3,-1.0000000000000002,-0.0
T-014,41,1,1,0.0,-1.0
T-010,12,3,4,-1.0000000000000002,-1.0
T-005,30,2,3,-1.0,0.0
T-010,21,2,2,-1.0000000000000002,-1.0
T-015,41,1,4,0.0,-1.0
T-001,36,2,4,2.0,2.0
T-003,23,2,1,-2.0,-1.0
T-008,38,2,4,2.0,2.0
T-016,1,3,1,1.0,-0.0
T-012,19,3,1,-2.0,-1.0
T-012,24,2,2,0.0,0.0
T-013,24,2,4,-2.0,-1.0
T-014,31,2,3,0.0,0.0
T-001,0,1,3,2.0,2.0
T-003,12,3,2,1.0,0.0
T-016,14,3,3,3.0,3.0
T-005,3,3,1,0.0,0.0
T-008,40,1,3,-2.0,-1.0
T-014,2,3,4,0.0,1.0
T-011,46,1,2,1.0,1.0
T-004,33,2,4,1.0,2.0
T-004,4,3,1,-2.0,-1.0
T-010,13,3,2,3.0,3.0
T-012,4,3,4,2.0,2.0
T-017,5,3,4,5.0,4.0
T-004,23,2,2,-2.0,-1.0
T-012,19,3,4,1.0,1.0
T-008,45,1,3,0.0,-1.0
T-006,15,3,2,-1.0000000000000002,-1.0
T-012,17,3,2,2.0,1.0
T-002,5,3,1,1.0,0.0
T-009,46,1,2,3.0,1.0
T-015,3,3,4,-2.0,-1.0
T-013,3,3,1,-2.0,-1.0
T-012,42,1,4,-2.0,-2.0
T-012,36,2,4,-2.0,-1.0
T-010,37,2,1,0.0,0.0
T-014,39,2,2,-2.0,-1.0
T-010,14,3,2,-2.0,-1.0
T-001,15,3,1,2.0,3.0
T-012,37,2,4,4.0,4.0
T-007,28,2,4,-2.0,-2.0
T-014,27,2,2,-2.0,-1.0
T-011,23,2,2,-2.0,-1.0
T-001,33,2,2,3.0,2.0
T-009,29,2,3,0.0,-0.0
T-009,30,2,3,-1.0000000000000002,0.0
T-007,0,1,1,2.0,1.0
T-014,42,1,4,3.0000000000000004,2.0
T-002,40,1,3,0.0,0.0
T-017,12,3,4,2.0,1.0
T-006,46,1,2,-1.0,-1.0
T-014,9,3,4,-1.0,-1.0
T-009,10,3,2,-2.0,-1.0
T-016,11,3,3,3.0,2.0
T-017,28,2,3,-2.0,-1.0
T-010,41,1,1,-1.0000000000000002,-1.0
T-009,32,2,2,-2.0,-2.0
T-001,25,2,1,3.0,2.0
T-006,49,1,2,-2.0,-2.0
T-017,24,2,4,-2.0,-1.0
T-003,27,2,3,1.0,0.0
T-002,25,2,4,-2.0,-1.0
T-017,4,3,3,4.0,3.0
T-001,46,1,4,0.0,0.0
T-010,6,3,3,2.0,2.0
T-017,30,2,1,-1.0000000000000002,0.0
T-003,48,1,4,-1.0000000000000002,-1.0
T-004,7,3,4,-1.0000000000000002,-1.0
T-003,29,2,1,2.0,1.0
T-002,7,3,3,-2.0,-1.0
T-017,21,2,4,3.0,2.0
T-004,25,2,4,0.0,0.0
T-003,19,3,3,0.0,0.0
T-009,0,1,1,3.0,1.0
T-006,31,2,2,3.0,3.0
T-001,34,2,4,-2.0,-1.0
T-002,40,1,4,2.0,1.0
T-009,20,2,2,-1.0000000000000002,-1.0
T-008,12,3,1,-2.0,-1.0
T-013,42,1,3,2.0,1.0
T-001,1,3,3,-1.0000000000000002,-1.0
T-012,21,2,3,-1.0,0.0
T-007,7,3,2,-2.0,-0.0
T-012,14,3,3,4.0,1.0
T-004,39,2,3,-2.0,-2.0
T-010,15,3,2,-1.0,0.0
T-014,19,3,2,1.0,0.0
T-013,6,3,1,1.0,0.0
T-004,11,3,2,-2.0,-1.0
T-008,37,2,3,3.0000000000000004,1.0
T-017,4,3,2,-2.0,-1.0
T-002,14,3,2,4.0,2.0
T-012,33,2,4,-2.0,-1.0
T-011,8,3,1,4.0,3.0
T-007,33,2,1,1.0,0.0
T-008,29,2,3,0.0,1.0
T-001,24,2,2,-1.0,-1.0
T-012,39,2,3,-2.0,-1.0
T-004,16,3,2,1.0,-0.0
T-005,8,3,2,0.0,0.0
T-008,20,2,4,2.0,1.0
T-006,41,1,1,1.0,1.0
T-013,39,2,3,0.0,0.0
T-006,32,2,2,-1.0,-0.0
T-001,15,3,2,-1.0,-0.0
T-012,43,1,3,-2.0,-2.0
T-015,47,1,4,-1.0,0.0
T-013,11,3,1,-1.0,0.0
T-003,46,1,4,0.0,-0.0
T-017,12,3,2,-2.0,-1.0
T-003,48,1,3,0.0,0.0
T-002,34,2,2,-2.0,-1.0
T-016,13,3,3,-2.0,-1.0
T-017,41,1,1,0.0,-0.0
T-014,13,3,2,-2.0,-2.0
T-003,9,3,3,-1.0000000000000002,-1.0
T-016,47,1,2,-2.0,-1.0
T-014,3,3,1,3.0,2.0
T-009,31,2,3,-1.0000000000000002,-1.0
